lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_20_masked,p_40_masked,p_60_masked,p_80_masked
positive,positive,ADJ,,,93830,r005,False,False,True,True,True
integer,integer,NOUN,,,93830,r004,False,False,False,True,True
great,greater,ADJ,,,93830,r003,False,False,True,False,False
positive,positive,ADJ,,,93830,r005,False,False,True,True,True
integer,integer,NOUN,,,93830,r004,False,False,False,True,True
difference,difference,NOUN,,,93830,r002,False,False,False,True,True
cube,cubes,NOUN,,,93830,r001,False,False,False,True,True
sum,sum,NOUN,,,93830,r006,False,True,False,False,True
solution,solution,NOUN,,,48338,r005,False,False,False,False,True
sugar,sugar,NOUN,,,48338,r006,False,False,True,True,True
water,water,NOUN,,,48338,r007,False,False,False,True,True
sugar,sugar,NOUN,,,48338,r006,False,False,True,True,True
much,much,ADJ,,,48338,r004,False,False,False,True,True
water,water,NOUN,,,48338,r007,False,False,False,True,True
milliliter,milliliters,NOUN,,,48338,r003,False,False,False,True,True
add,added,VERB,,,48338,r001,False,False,True,False,False
make,make,VERB,,,48338,r002,False,True,True,False,True
solution,solution,NOUN,,,48338,r005,False,False,False,False,True
sugar,sugar,NOUN,,,48338,r006,False,False,True,True,True
coin,coin,NOUN,,,86193,r001,False,False,True,True,True
flip,flipped,VERB,,,86193,r002,False,False,True,False,True
probability,probability,NOUN,,,86193,r005,False,True,False,True,False
coin,coin,NOUN,,,86193,r001,False,False,True,True,True
land,land,VERB,,,86193,r003,False,False,False,False,True
tail,tails,NOUN,,,86193,r006,False,False,False,True,True
coin,coin,NOUN,,,86193,r001,False,False,True,True,True
flip,flipped,VERB,,,86193,r002,False,False,True,False,True
time,times,NOUN,,,86193,r007,False,False,False,False,True
probability,probability,NOUN,,,86193,r005,False,True,False,True,False
land,land,VERB,,,86193,r003,False,False,False,False,True
tail,tails,NOUN,,,86193,r006,False,False,False,True,True
flip,flips,NOUN,,,86193,r002,False,False,True,False,True
last,last,ADJ,,,86193,r004,False,False,True,True,True
flip,flips,NOUN,,,86193,r002,False,False,True,False,True
rectangular,rectangular,ADJ,,,78536,r010,False,False,True,True,True
floor,floor,NOUN,,,78536,r006,False,True,True,True,True
measure,measures,VERB,,,78536,r007,False,False,False,False,True
cover,covered,VERB,,,78536,r005,False,False,True,False,False
carpet,carpet,NOUN,,,78536,r003,False,False,False,True,True
square,squares,VERB,,,78536,r011,False,False,False,False,True
measure,measure,NOUN,,,78536,r007,False,False,False,False,True
carpet,carpet,NOUN,,,78536,r003,False,False,False,True,True
square,squares,NOUN,,,78536,r011,False,False,False,False,True
cost,cost,VERB,,,78536,r004,False,False,False,True,True
24,24,NUM,MONEY,,78536,r001,False,False,False,True,False
apiece,apiece,ADV,,,78536,r002,False,False,False,True,True
total,total,ADJ,,,78536,r012,False,False,False,False,True
cost,cost,NOUN,,,78536,r004,False,False,False,True,True
number,number,NOUN,,,78536,r009,False,True,True,True,True
carpet,carpet,NOUN,,,78536,r003,False,False,False,True,True
square,squares,NOUN,,,78536,r011,False,False,False,False,True
need,needed,VERB,,,78536,r008,False,False,True,False,True
cover,cover,VERB,,,78536,r005,False,False,True,False,False
floor,floor,NOUN,,,78536,r006,False,True,True,True,True
people,people,NOUN,,,66930,r005,False,True,True,True,True
there,there,ADV,,,66930,r009,False,False,False,True,True
shake,shaking,VERB,,,66930,r008,False,False,True,False,False
hand,hands,NOUN,,,66930,r002,False,False,False,True,True
together,together,ADV,,,66930,r010,False,False,False,True,True
many,many,ADJ,,,66930,r003,False,False,True,False,True
hand,hand,NOUN,,,66930,r002,False,False,False,True,True
shake,shakes,VERB,,,66930,r008,False,False,True,False,False
possible,possible,ADJ,,,66930,r006,False,False,True,False,False
pair,pair,NOUN,,,66930,r004,False,True,False,True,True
cyclic,cyclic,ADJ,,,66930,r001,False,False,False,False,True
sequence,sequence,NOUN,,,66930,r007,False,False,False,True,True
bag,bag,NOUN,,,5418,r001,False,False,False,False,False
fill,filled,VERB,,,5418,r004,False,False,True,True,True
penny,pennies,NOUN,,,5418,r008,False,True,True,False,True
nickel,nickels,NOUN,,,5418,r006,False,False,False,False,True
ratio,ratio,NOUN,,,5418,r009,False,False,True,True,True
be,are,VERB,,,5418,r002,False,False,False,True,True
nickle,nickles,NOUN,,,5418,r007,False,False,False,True,True
bag,bag,NOUN,,,5418,r001,False,False,False,False,False
many,many,ADJ,,,5418,r005,False,False,False,True,True
coin,coins,NOUN,,,5418,r003,False,True,False,True,False
there,there,ADV,,,5418,r010,False,False,True,False,True
bag,bag,NOUN,,,5418,r001,False,False,False,False,False
person,persons,NOUN,,,16576,r008,False,False,True,True,False
start,start,VERB,,,16576,r014,False,False,False,False,True
run,running,VERB,,,16576,r010,False,False,False,True,False
simultaneously,simultaneously,ADV,,,16576,r012,False,False,False,True,True
circular,circular,ADJ,,,16576,r001,False,False,False,False,True
track,track,NOUN,,,16576,r016,False,True,True,True,True
length,length,NOUN,,,16576,r004,False,False,True,True,True
same,same,ADJ,,,16576,r011,False,False,False,False,True
point,point,NOUN,,,16576,r009,False,False,False,False,True
speed,speeds,NOUN,,,16576,r013,False,True,False,True,True
hr,hr,NOUN,,,16576,r003,False,False,True,True,True
hr,hr,NOUN,,,16576,r003,False,False,True,True,True
meet,meet,VERB,,,16576,r005,False,False,True,False,True
time,time,NOUN,,,16576,r015,False,True,False,True,True
track,track,NOUN,,,16576,r016,False,True,True,True,True
move,moving,VERB,,,16576,r006,False,False,False,True,True
opposite,opposite,ADJ,,,16576,r007,False,False,True,False,True
direction,directions,NOUN,,,16576,r002,False,False,False,True,False
evaluate,Evaluate,VERB,,,73670,r002,False,False,False,True,True
combination,combination,NOUN,,,73670,r001,False,False,True,False,True
length,length,NOUN,,,59278,r005,False,False,True,False,True
bridge,bridge,NOUN,,,59278,r002,False,False,False,True,True
train,train,NOUN,,,59278,r007,False,True,False,False,True
long,long,ADJ,,,59278,r006,False,False,True,True,True
travel,travelling,VERB,,,59278,r008,False,True,False,True,False
hr,hr,NOUN,,,59278,r004,False,False,False,True,False
cross,cross,VERB,,,59278,r003,False,False,False,True,True
30 second,30 seconds,NUM,TIME,,59278,r001,False,False,True,False,True
people,people,NOUN,,,61759,r002,False,False,False,False,True
take,took,VERB,,,61759,r007,False,True,True,True,True
test,tests,NOUN,,,61759,r008,False,False,False,True,True
range,ranges,NOUN,,,61759,r005,False,False,True,True,False
score,scores,NOUN,,,61759,r006,False,True,False,False,True
practice,practice,NOUN,,,61759,r004,False,False,True,False,False
test,tests,NOUN,,,61759,r008,False,False,False,True,True
minimum,minimum,ADJ,,,61759,r001,False,False,False,True,True
possible,possible,ADJ,,,61759,r003,False,False,False,True,True
range,range,NOUN,,,61759,r005,False,False,True,True,False
score,scores,NOUN,,,61759,r006,False,True,False,False,True
Ron,Ron,PROPN,PERSON,,37815,r003,False,True,False,False,True
have,has,VERB,,,37815,r005,False,False,True,False,True
cycle,cycle,NOUN,,,37815,r004,False,False,False,False,True
worth,worth,ADJ,,,37815,r010,False,False,False,True,True
1800,1800,NUM,MONEY,,37815,r001,False,False,False,True,True
want,wants,VERB,,,37815,r009,False,False,False,True,True
sell,sell,VERB,,,37815,r008,False,True,True,True,True
profit,profit,NOUN,,,37815,r007,False,False,False,True,False
220,220,NUM,MONEY,,37815,r002,False,False,True,False,True
cycle,cycles,NOUN,,,37815,r004,False,False,False,False,True
sell,selling,VERB,,,37815,r008,False,True,True,True,True
price,price,NOUN,,,37815,r006,False,False,True,True,False
population,population,NOUN,,,581,r008,False,False,True,True,True
certain,certain,ADJ,,,581,r002,False,False,True,False,False
country,country,NOUN,,,581,r003,False,False,True,False,True
increase,increases,VERB,,,581,r005,False,True,True,False,True
rate,rate,NOUN,,,581,r009,False,False,False,True,True
person,person,NOUN,,,581,r007,False,True,False,True,True
every 40 second,every 40 seconds,DET,TIME,,581,r004,False,False,False,False,True
many,many,ADJ,,,581,r006,False,False,False,True,True
person,persons,NOUN,,,581,r007,False,True,False,True,True
population,population,NOUN,,,581,r008,False,False,True,True,True
increase,increase,NOUN,,,581,r005,False,True,True,False,True
1 hour,1 hour,NUM,TIME,,581,r001,False,False,False,True,False
colony,colony,NOUN,,,50449,r001,False,False,True,True,True
resident,residents,NOUN,,,50449,r008,False,False,False,True,False
ratio,ratio,NOUN,,,50449,r007,False,False,True,True,True
number,number,NOUN,,,50449,r005,False,False,False,False,True
man,men,NOUN,,,50449,r004,False,False,False,False,False
woman,women,NOUN,,,50449,r011,False,True,True,True,True
woman,women,NOUN,,,50449,r011,False,True,True,True,True
ratio,ratio,NOUN,,,50449,r007,False,False,True,True,True
educate,educated,VERB,,,50449,r002,False,False,False,True,True
uneducated,uneducated,ADJ,,,50449,r010,False,False,False,False,True
ratio,ratio,NOUN,,,50449,r007,False,False,True,True,True
number,number,NOUN,,,50449,r005,False,False,False,False,True
educate,educated,VERB,,,50449,r002,False,False,False,True,True
uneducated,uneducated,ADJ,,,50449,r010,False,False,False,False,True
person,persons,NOUN,,,50449,r006,False,False,False,True,True
then,then,ADV,,,50449,r009,False,True,True,True,True
find,find,VERB,,,50449,r003,False,False,False,False,True
ratio,ratio,NOUN,,,50449,r007,False,False,True,True,True
number,number,NOUN,,,50449,r005,False,False,False,False,True
educate,educated,VERB,,,50449,r002,False,False,False,True,True
uneducated,uneducated,ADJ,,,50449,r010,False,False,False,False,True
man,men,NOUN,,,50449,r004,False,False,False,False,False
colony,colony,NOUN,,,50449,r001,False,False,True,True,True
certain,certain,ADJ,,,88412,r001,False,False,True,False,True
telescope,telescope,NOUN,,,88412,r007,False,True,True,False,False
increase,increases,VERB,,,88412,r002,False,False,False,True,True
visual,visual,ADJ,,,88412,r009,False,False,True,True,True
range,range,NOUN,,,88412,r006,False,False,False,False,True
particular,particular,ADJ,,,88412,r004,False,False,False,True,True
location,location,NOUN,,,88412,r003,False,False,False,True,True
percent,percent,NOUN,,,88412,r005,False,False,False,True,False
visual,visual,ADJ,,,88412,r009,False,False,True,True,True
range,range,NOUN,,,88412,r006,False,False,False,False,True
increase,increased,VERB,,,88412,r002,False,False,False,True,True
use,using,VERB,,,88412,r008,False,True,True,False,True
telescope,telescope,NOUN,,,88412,r007,False,True,True,False,False
average,average,NOUN,,,76766,r001,False,False,False,True,True
integer,integers,NOUN,,,76766,r003,False,False,True,True,True
none,none,NOUN,,,76766,r005,False,True,False,True,True
integer,integers,NOUN,,,76766,r003,False,False,True,True,True
great,greater,ADJ,,,76766,r002,False,False,True,False,True
average,average,NOUN,,,76766,r001,False,False,False,True,True
integer,integers,NOUN,,,76766,r003,False,False,True,True,True
least,least,ADJ,,,76766,r004,False,False,False,False,True
possible,possible,ADJ,,,76766,r007,False,False,False,True,False
value,value,NOUN,,,76766,r008,False,True,True,False,True
other,other,ADJ,,,76766,r006,False,False,False,True,False
integer,integers,NOUN,,,76766,r003,False,False,True,True,True
find,Find,VERB,,,95459,r003,False,False,False,False,True
circumference,circumference,NOUN,,,95459,r002,False,False,True,True,True
area,area,NOUN,,,95459,r001,False,False,True,True,True
radius,radius,PROPN,,,95459,r004,False,True,False,False,False
orange,oranges,NOUN,,,68778,r006,False,False,False,True,False
contain,contained,VERB,,,68778,r002,False,True,True,False,True
water,water,NOUN,,,68778,r007,False,True,False,True,True
concentration,concentration,NOUN,,,68778,r001,False,False,True,True,True
water,water,NOUN,,,68778,r007,False,True,False,True,True
decrease,decreased,VERB,,,68778,r003,False,False,True,True,True
new,new,ADJ,,,68778,r005,False,False,False,True,False
weight,weight,NOUN,,,68778,r008,False,False,False,False,True
orange,oranges,NOUN,,,68778,r006,False,False,False,True,False
kilogram,kilograms,NOUN,,,68778,r004,False,False,False,False,True
Dexter,Dexter,PROPN,PERSON,,78541,r001,False,False,False,False,True
Prexter,Prexter,PROPN,GPE,,78541,r002,False,False,False,True,True
compete,competing,VERB,,,78541,r004,False,False,False,True,True
other,other,ADJ,,,78541,r016,False,False,False,True,True
friendly,friendly,ADJ,,,78541,r008,False,False,False,False,True
community,community,NOUN,,,78541,r003,False,False,True,True,True
competition,competition,NOUN,,,78541,r005,False,True,False,True,True
pool,pool,NOUN,,,78541,r017,False,False,True,False,True
length,length,NOUN,,,78541,r011,False,False,True,True,True
race,race,NOUN,,,78541,r018,False,False,True,True,False
m. Dexter,m. Dexter,NOUN,PERSON,,78541,r012,False,False,True,False,True
cross,crosses,VERB,,,78541,r006,False,False,True,True,True
min,min,NOUN,,,78541,r015,False,False,False,True,True
Prexter,Prexter,PROPN,GPE,,78541,r002,False,False,False,True,True
min,min,NOUN,,,78541,r015,False,False,False,True,True
sec,sec,PROPN,ORG,,78541,r020,False,False,False,True,False
time,time,NOUN,,,78541,r023,False,True,False,False,True
meet,meet,VERB,,,78541,r014,False,False,False,False,True
cross,cross,VERB,,,78541,r006,False,False,True,True,True
other,other,ADJ,,,78541,r016,False,False,False,True,True
handshake,handshake,VERB,,,78541,r009,False,False,False,True,True
many,many,ADJ,,,78541,r013,False,False,True,False,False
such,such,ADJ,,,78541,r022,False,True,True,True,True
handshake,handshake,NOUN,,,78541,r009,False,False,False,True,True
happen,happen,VERB,,,78541,r010,False,True,False,True,True
start,start,VERB,,,78541,r021,False,True,False,False,False
same,same,ADJ,,,78541,r019,False,False,True,True,False
end,end,NOUN,,,78541,r007,False,False,False,False,True
same,same,ADJ,,,78541,r019,False,False,True,True,False
time,time,NOUN,,,78541,r023,False,True,False,False,True
odd,odd,ADJ,,,42761,r005,False,False,False,True,False
integer,integer,NOUN,,,42761,r004,False,False,False,True,True
even,even,ADV,,,42761,r002,False,False,True,False,True
integer,integers,NOUN,,,42761,r004,False,False,False,True,True
follow,following,VERB,,,42761,r003,False,True,True,False,True
CANNOT,CANNOT,PROPN,,,42761,r001,False,False,False,True,True
integer,integer,NOUN,,,42761,r004,False,False,False,True,True
digit,digits,NOUN,,,45337,r004,False,False,False,False,True
decimal,decimal,ADJ,,,45337,r003,False,False,False,True,True
0.00035,0.00035,NUM,GPE,,45337,r001,False,False,False,True,True
repeat,repeat,NOUN,,,45337,r006,False,False,True,True,True
indefinitely,indefinitely,ADV,,,45337,r005,False,False,True,False,False
value,value,NOUN,,,45337,r007,False,False,True,False,True
3)(0.00035,3)(0.00035,NUM,GPE,,45337,r002,False,True,False,True,True
ratio,ratio,NOUN,,,8200,r010,False,False,True,True,False
number,number,NOUN,,,8200,r006,False,True,False,False,True
lady,ladies,NOUN,,,8200,r003,False,False,False,True,True
gent,gents,NOUN,,,8200,r002,False,False,True,True,True
party,party,NOUN,,,8200,r008,False,False,False,True,True
lady,ladies,NOUN,,,8200,r003,False,False,False,True,True
gent,gents,NOUN,,,8200,r002,False,False,True,True,True
leave,left,VERB,,,8200,r004,False,True,True,True,True
ratio,ratio,NOUN,,,8200,r010,False,False,True,True,False
become,became,VERB,,,8200,r001,False,False,True,False,True
many,many,ADJ,,,8200,r005,False,False,False,False,True
people,people,NOUN,,,8200,r009,False,False,False,True,False
party,party,NOUN,,,8200,r008,False,False,False,True,True
originally,originally,ADV,,,8200,r007,False,False,False,False,True
number,number,NOUN,,,15831,r006,False,False,False,True,True
divide,divided,VERB,,,15831,r003,False,False,True,False,True
6 &,6 &,NUM,MONEY,,15831,r001,False,False,False,True,True
then,then,ADV,,,15831,r007,False,False,False,True,True
multiply,multiply,NOUN,,,15831,r004,False,True,True,True,True
answer,answer,NOUN,,,15831,r002,False,False,True,False,False
no,no,NOUN,,,15831,r005,False,False,False,False,True
positive,positive,ADJ,,,13263,r007,False,False,False,False,False
difference,difference,NOUN,,,13263,r004,False,False,False,True,False
Sam,Sam,PROPN,PERSON,,13263,r002,False,True,True,False,True
Lucy,Lucy,PROPN,PERSON,,13263,r001,False,True,True,True,True
age,ages,NOUN,,,13263,r003,False,False,True,False,True
sum,sum,NOUN,,,13263,r009,False,False,False,True,True
age,ages,NOUN,,,13263,r003,False,False,True,False,True
Lucy,Lucy,PROPN,PERSON,,13263,r001,False,True,True,True,True
old,older,ADJ,,,13263,r006,False,False,False,True,True
Sam,Sam,PROPN,PERSON,,13263,r002,False,True,True,False,True
then,then,ADV,,,13263,r010,False,False,True,False,True
following,following,NOUN,,,13263,r005,False,False,False,True,True
represent,represents,VERB,,,13263,r008,False,False,False,True,True
Lucy,Lucy,PROPN,PERSON,,13263,r001,False,True,True,True,True
age,age,NOUN,,,13263,r003,False,False,True,False,True
good,goods,NOUN,,,92826,r004,False,False,True,True,False
train,train,VERB,,,92826,r017,False,False,False,True,True
long,long,ADJ,,,92826,r005,False,False,True,True,True
run,running,VERB,,,92826,r010,False,False,False,True,True
opposite,opposite,ADJ,,,92826,r006,False,True,False,True,True
direction,directions,NOUN,,,92826,r001,False,False,False,True,True
so,so,ADV,,,92826,r012,False,False,False,True,True
parallel,parallel,ADJ,,,92826,r007,False,False,False,True,False
track,tracks,NOUN,,,92826,r016,False,False,True,False,True
speed,speeds,NOUN,,,92826,r013,False,False,False,False,True
respectively,respectively,ADV,,,92826,r009,False,False,True,False,True
find,Find,VERB,,,92826,r003,False,True,False,False,False
time,time,NOUN,,,92826,r015,False,False,False,True,True
take,taken,VERB,,,92826,r014,False,False,True,False,True
slow,slower,ADJ,,,92826,r011,False,True,False,False,True
train,train,NOUN,,,92826,r017,False,False,False,True,True
pass,pass,VERB,,,92826,r008,False,False,True,True,True
driver,driver,NOUN,,,92826,r002,False,False,True,False,True
pipe,Pipes,NOUN,,,1901,r010,False,False,True,True,True
fill,fill,VERB,,,1901,r004,False,False,True,False,False
cistern,cistern,NOUN,,,1901,r003,False,False,False,False,True
8 and 24 minute,8 and 24 minutes,NUM,TIME,,1901,r001,False,False,True,True,True
respectively,respectively,ADV,,,1901,r011,False,False,False,True,True
open,opened,VERB,,,1901,r009,False,True,False,False,True
alternate,alternate,ADJ,,,1901,r002,False,False,False,True,True
minute,minutes,NOUN,,,1901,r008,False,False,False,True,True
find,Find,VERB,,,1901,r005,False,False,False,True,False
many,many,ADJ,,,1901,r007,False,False,False,False,True
minute,minutes,NOUN,,,1901,r008,False,False,False,True,True
cistern,cistern,NOUN,,,1901,r003,False,False,False,False,True
full,full,ADJ,,,1901,r006,False,True,True,True,True
house,house,NOUN,,,26895,r008,False,False,True,True,True
construct,constructed,VERB,,,26895,r005,False,False,False,False,True
man,men,NOUN,,,26895,r009,False,False,True,False,False
set,set,VERB,,,26895,r012,False,True,True,True,True
work,work,VERB,,,26895,r014,False,False,True,True,False
work,working,VERB,,,26895,r014,False,False,True,True,False
8 hour,8 hours,NUM,TIME,,26895,r001,False,False,False,False,True
day,day,NOUN,,,26895,r006,False,True,False,True,True
work,work,NOUN,,,26895,r014,False,False,True,True,False
complete,completed,VERB,,,26895,r004,False,False,False,True,True
many,many,ADJ,,,26895,r010,False,True,False,False,True
additional,additional,ADJ,,,26895,r003,False,False,True,False,True
man,men,NOUN,,,26895,r009,False,False,True,False,False
employ,employed,VERB,,,26895,r007,False,False,False,True,True
work,work,NOUN,,,26895,r014,False,False,True,True,False
complete,completed,VERB,,,26895,r004,False,False,False,True,True
time,time,NOUN,,,26895,r013,False,False,True,True,True
man,man,NOUN,,,26895,r009,False,False,True,False,False
now,now,ADV,,,26895,r011,False,False,False,True,True
work,working,VERB,,,26895,r014,False,False,True,True,False
9 hour,9 hours,NUM,TIME,,26895,r002,False,False,False,False,False
day,day,NOUN,,,26895,r006,False,True,False,True,True
Jill,Jill,PROPN,PERSON,,56787,r003,False,False,True,True,True
work,works,VERB,,,56787,r020,False,False,False,False,False
waitress,waitress,NOUN,,,56787,r019,False,False,False,False,True
local,local,ADJ,,,56787,r010,False,True,True,False,False
diner,diner,NOUN,,,56787,r006,False,False,False,False,True
earn,earns,VERB,,,56787,r007,False,False,False,True,True
hourly,hourly,ADJ,TIME,,56787,r009,False,True,True,False,True
wage,wage,NOUN,,,56787,r018,False,False,False,False,True
4.00,4.00,NUM,MONEY,,56787,r001,False,False,False,True,False
hour,hour,NOUN,,,56787,r008,False,False,True,False,True
standard,standard,ADJ,,,56787,r016,False,False,False,True,True
tip,tip,NOUN,,,56787,r017,False,True,False,True,True
rate,rate,NOUN,,,56787,r013,False,False,False,True,True
cost,cost,NOUN,,,56787,r005,False,False,True,True,True
order,orders,NOUN,,,56787,r012,False,False,False,False,True
serve,serves,VERB,,,56787,r014,False,False,False,True,True
work,worked,VERB,,,56787,r020,False,False,False,False,False
shift,shifts,NOUN,,,56787,r015,False,False,True,True,False
average,averaged,VERB,,,56787,r004,False,True,False,True,True
40,40,NUM,MONEY,,56787,r002,False,False,True,True,True
order,orders,NOUN,,,56787,r012,False,False,False,False,True
hour,hour,NOUN,,,56787,r008,False,False,True,False,True
much,much,ADJ,,,56787,r011,False,False,True,True,True
Jill,Jill,PROPN,PERSON,,56787,r003,False,False,True,True,True
earn,earn,VERB,,,56787,r007,False,False,False,True,True
boy,boy,NOUN,,,29285,r001,False,False,False,True,True
have,has,VERB,,,29285,r003,False,True,True,False,False
trouser,trousers,NOUN,,,29285,r007,False,False,False,True,True
shirt,shirts,NOUN,,,29285,r006,False,False,False,True,True
many,many,ADJ,,,29285,r004,False,False,False,False,False
different,different,ADJ,,,29285,r002,False,False,False,False,True
way,ways,NOUN,,,29285,r008,False,True,True,True,True
select,select,VERB,,,29285,r005,False,False,True,True,True
trouser,trouser,NOUN,,,29285,r007,False,False,False,True,True
shirt,shirt,NOUN,,,29285,r006,False,False,False,True,True
many,many,ADJ,,,46134,r001,False,False,False,True,False
term,terms,NOUN,,,46134,r002,False,False,True,False,True
there,there,ADV,,,46134,r003,False,True,False,True,True
Jayant,Jayant,PROPN,,,57548,r004,False,False,False,True,False
get,gets,VERB,,,57548,r007,False,False,False,True,True
3 mark,3 marks,NUM,MONEY,,57548,r002,False,False,True,False,True
right,right,ADJ,,,57548,r011,False,True,False,False,True
sum,sum,NOUN,,,57548,r012,False,False,False,True,True
lose,loses,VERB,,,57548,r008,False,True,True,True,True
2 mark,2 marks,NUM,MONEY,,57548,r001,False,False,False,False,True
wrong,wrong,ADJ,,,57548,r013,False,False,True,True,False
sum,sum,NOUN,,,57548,r012,False,False,False,True,True
attempt,attempts,VERB,,,57548,r005,False,False,True,False,True
sum,sums,NOUN,,,57548,r012,False,False,False,True,True
obtain,obtains,VERB,,,57548,r010,False,False,False,False,True
40 mark,40 marks,NUM,MONEY,,57548,r003,False,True,False,True,True
number,number,NOUN,,,57548,r009,False,False,False,True,False
sum,sums,NOUN,,,57548,r012,False,False,False,True,True
attempt,attempted,VERB,,,57548,r005,False,False,True,False,True
correctly,correctly,ADV,,,57548,r006,False,False,True,True,True
congress,congress,PROPN,ORG,,63741,r003,False,True,True,False,True
Democrats,Democrats,PROPN,NORP,,63741,r001,False,False,True,False,False
rest,rest,NOUN,,,63741,r009,False,True,False,True,False
Republicans,Republicans,PROPN,NORP,,63741,r002,False,False,True,True,True
vote,vote,NOUN,,,63741,r010,False,False,False,False,True
new,new,ADJ,,,63741,r007,False,False,False,True,True
law,law,NOUN,,,63741,r005,False,False,False,True,True
member,members,NOUN,,,63741,r006,False,False,True,True,True
Democrats,Democrats,PROPN,NORP,,63741,r001,False,False,True,False,False
member,members,NOUN,,,63741,r006,False,False,True,True,True
Republicans,Republicans,PROPN,NORP,,63741,r002,False,False,True,True,True
expect,expected,VERB,,,63741,r004,False,False,False,True,True
vote,vote,VERB,,,63741,r010,False,False,False,False,True
new,new,ADJ,,,63741,r007,False,False,False,True,True
law,law,NOUN,,,63741,r005,False,False,False,True,True
percent,percent,NOUN,,,63741,r008,False,False,False,False,True
member,members,NOUN,,,63741,r006,False,False,True,True,True
expect,expected,VERB,,,63741,r004,False,False,False,True,True
vote,vote,VERB,,,63741,r010,False,False,False,False,True
new,new,ADJ,,,63741,r007,False,False,False,True,True
law,law,NOUN,,,63741,r005,False,False,False,True,True
be,are,VERB,,,48976,r003,False,False,True,True,True
student,students,NOUN,,,48976,r016,False,False,False,True,True
hostel,hostel,NOUN,,,48976,r010,False,False,False,True,True
no,no,NOUN,,,48976,r013,False,True,True,False,False
student,students,NOUN,,,48976,r016,False,False,False,True,True
increase,increases,VERB,,,48976,r011,False,False,False,True,False
expense,expenses,NOUN,,,48976,r007,False,False,True,True,False
mess,mess,NOUN,,,48976,r012,False,False,True,True,True
increase,increase,NOUN,,,48976,r011,False,False,False,True,False
Rs.42,Rs.42,PROPN,,,48976,r001,False,True,False,False,True
day,day,NOUN,,,48976,r004,False,False,False,False,True
average,average,ADJ,,,48976,r002,False,True,True,False,True
expenditure,expenditure,NOUN,,,48976,r006,False,False,False,True,True
head,head,NOUN,,,48976,r009,False,False,True,False,True
diminish,diminishes,VERB,,,48976,r005,False,False,False,True,True
rs1,Rs1,NOUN,,,48976,r015,False,False,False,True,True
find,Find,VERB,,,48976,r008,False,False,False,False,True
original,original,ADJ,,,48976,r014,False,False,False,True,True
expenditure,expenditure,NOUN,,,48976,r006,False,False,False,True,True
mess,mess,NOUN,,,48976,r012,False,False,True,True,True
numerator,numerator,NOUN,,,15230,r005,False,True,True,True,True
fraction,fraction,NOUN,,,15230,r003,False,False,False,False,True
triple,tripled,VERB,,,15230,r009,False,False,False,False,True
denominator,denominator,NOUN,,,15230,r001,False,False,False,True,False
fraction,fraction,NOUN,,,15230,r003,False,False,False,False,True
double,doubled,VERB,,,15230,r002,False,False,True,False,True
result,resulting,VERB,,,15230,r008,False,True,False,True,True
fraction,fraction,NOUN,,,15230,r003,False,False,False,False,True
reflect,reflect,VERB,,,15230,r007,False,False,True,False,True
increase,increase,NOUN,,,15230,r004,False,False,False,True,False
percent,percent,NOUN,,,15230,r006,False,False,True,True,True
average,average,ADJ,,,16288,r002,False,True,True,True,True
age,age,NOUN,,,16288,r001,False,False,False,False,False
averageage,averageage,NOUN,,,16288,r003,False,False,False,False,True
then,then,ADV,,,16288,r004,False,False,True,True,True
weight,weight,NOUN,,,16288,r005,False,False,False,True,True
population,population,NOUN,,,2271,r007,False,False,False,True,True
bacteria,bacteria,NOUN,,,2271,r001,False,True,False,True,True
colony,colony,NOUN,,,2271,r002,False,False,False,True,True
double,doubles,VERB,,,2271,r004,False,False,True,True,True
day,day,NOUN,,,2271,r003,False,False,False,True,True
start,started,VERB,,,2271,r008,False,False,False,False,True
bacteria,bacteria,NOUN,,,2271,r001,False,True,False,True,True
bacteria,bacteria,NOUN,,,2271,r001,False,True,False,True,True
live,lives,VERB,,,2271,r006,False,True,True,False,False
large,large,ADJ,,,2271,r005,False,False,True,False,False
colony,colony,NOUN,,,2271,r002,False,False,False,True,True
average,average,NOUN,,,68521,r001,False,True,False,True,True
prime,prime,ADJ,,,68521,r003,False,False,False,True,True
number,numbers,NOUN,,,68521,r002,False,False,True,False,False
many,many,ADJ,,,27660,r003,False,False,True,True,True
year,years,NOUN,,,27660,r006,False,True,False,True,False
Rs,Rs,PROPN,NORP,,27660,r001,False,False,False,False,True
produce,produce,VERB,,,27660,r004,False,False,True,False,True
same,same,ADJ,,,27660,r005,False,False,False,True,True
interest,interest,NOUN,,,27660,r002,False,False,False,True,True
Rs,Rs,PROPN,NORP,,27660,r001,False,False,False,False,True
produce,produce,VERB,,,27660,r004,False,False,True,False,True
population,population,NOUN,,,70084,r007,False,False,False,True,True
bacteria,bacteria,NOUN,,,70084,r001,False,False,False,True,True
colony,colony,NOUN,,,70084,r002,False,False,False,True,True
double,doubles,VERB,,,70084,r004,False,True,True,False,True
day,day,NOUN,,,70084,r003,False,False,True,False,False
start,started,VERB,,,70084,r008,False,False,True,True,True
bacteria,bacteria,NOUN,,,70084,r001,False,False,False,True,True
bacteria,bacteria,NOUN,,,70084,r001,False,False,False,True,True
live,lives,VERB,,,70084,r006,False,False,False,True,False
large,large,ADJ,,,70084,r005,False,True,False,False,True
