lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
sale,sale,NOUN,,,13920,r013,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True
item,item,NOUN,,,13920,r009,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True
discount,discounted,VERB,,,13920,r007,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True
discount,discounted,VERB,,,13920,r007,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True
price,price,NOUN,,,13920,r012,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True
item,item,NOUN,,,13920,r009,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True
percentage,percentage,NOUN,,,13920,r011,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True
sale,sale,NOUN,,,13920,r013,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True
price,price,NOUN,,,13920,r012,False,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True
average,average,NOUN,,,81305,r003,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True
number,numbers,NOUN,,,81305,r006,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True
number,number,NOUN,,,81305,r006,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True
multiply,multiplied,VERB,,,81305,r004,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
then,then,ADV,,,81305,r009,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True
average,average,NOUN,,,81305,r003,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True
new,new,ADJ,,,81305,r005,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True
set,set,NOUN,,,81305,r007,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True
number,numbers,NOUN,,,81305,r006,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True
sum,sum,NOUN,,,18645,r009,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True
term,term,NOUN,,,18645,r010,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
term,term,NOUN,,,18645,r010,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
arithmetic,arithmetic,ADJ,,,18645,r005,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True
progression,progression,NOUN,,,18645,r008,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True
sum,sum,NOUN,,,18645,r009,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True
term,terms,NOUN,,,18645,r010,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
progression,progression,NOUN,,,18645,r008,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True
average,average,ADJ,,,12383,r009,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True
temperature,temperature,NOUN,,,12383,r017,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,True
town,town,NOUN,,,12383,r019,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True
average,average,NOUN,,,12383,r009,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True
temperature,temperatures,NOUN,,,12383,r017,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,True
ratio,ratio,NOUN,,,12383,r015,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True
then,then,ADV,,,12383,r018,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,True,True
temperature,temperature,NOUN,,,12383,r017,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,True
Joe,Joe,PROPN,PERSON,,36718,r011,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True
paint,painting,VERB,,,36718,r029,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True
rectangular,rectangular,ADJ,,,36718,r032,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True
room,room,NOUN,,,36718,r033,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True
dimension,dimensions,NOUN,,,36718,r023,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True
give,given,VERB,,,36718,r026,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True
b,b,PROPN,,,36718,r016,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True
c,c,NOUN,,,36718,r017,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True
meter,meters,NOUN,,,36718,r028,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True
Joe,Joe,PROPN,PERSON,,36718,r011,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True
take,takes,VERB,,,36718,r034,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True
4 hour,4 hours,NUM,TIME,,36718,r002,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
paint,paint,VERB,,,36718,r029,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True
wall,wall,NOUN,,,36718,r039,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True
dimension,dimensions,NOUN,,,36718,r023,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True
c.,c.,PROPN,,,36718,r019,False,True,False,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True
take,takes,VERB,,,36718,r034,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True
2 hour,2 hours,NUM,TIME,,36718,r001,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,True,True,True
paint,paint,VERB,,,36718,r029,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True
wall,wall,NOUN,,,36718,r039,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True
dimensions,dimensions,PROPN,,,36718,r024,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True
b,b,PROPN,,,36718,r016,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True
c and 6 hour,c and 6 hours,NOUN,TIME,,36718,r018,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True
paint,paint,VERB,,,36718,r029,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True
ceiling,ceiling,NOUN,,,36718,r020,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True
dimension,dimensions,NOUN,,,36718,r023,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True
Joe,Joe,PROPN,PERSON,,36718,r011,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True
work,works,VERB,,,36718,r040,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
constant,constant,ADJ,,,36718,r022,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True
rate,rate,NOUN,,,36718,r031,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True
=,=,NOUN,,,36718,r004,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True
then,then,ADV,,,36718,r035,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True
volume,volume,NOUN,,,36718,r038,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True
room,room,NOUN,,,36718,r033,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True
x,X,NOUN,,,69327,r008,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True
value,value,NOUN,,,69327,r007,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True
average,average,NOUN,,,49968,r005,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True
certain,certain,ADJ,,,71969,r017,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True
research,research,NOUN,,,71969,r037,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True
group,group,NOUN,,,71969,r023,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True
plan,plans,VERB,,,71969,r034,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True
create,create,VERB,,,71969,r019,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True
computer,computer,NOUN,,,71969,r018,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True
model,models,NOUN,,,71969,r030,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True
x%,x%,NOUN,NORP,,71969,r044,False,False,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True
list,list,NOUN,,,71969,r028,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True
bacterial,bacterial,ADJ,,,71969,r012,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True
specie,species,NOUN,,,71969,r040,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True
know,known,VERB,,,71969,r027,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True
inhabit,inhabit,VERB,,,71969,r025,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True
human,human,ADJ,,,71969,r024,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True
body,body,NOUN,,,71969,r014,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True
budget,budget,NOUN,,,71969,r015,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True
cut,cut,NOUN,,,71969,r020,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True
group,group,NOUN,,,71969,r023,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True
find,finds,VERB,,,71969,r022,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True
reduce,reduce,VERB,,,71969,r035,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True
selection,selection,NOUN,,,71969,r038,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True
−,−,PROPN,,,71969,r047,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True
8)%,8)%,PROPN,,,71969,r003,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
term,terms,NOUN,,,71969,r041,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
many,many,ADJ,,,71969,r029,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True
specie,species,NOUN,,,71969,r040,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True
bacteria,bacteria,NOUN,,,71969,r011,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True
group,group,NOUN,,,71969,r023,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True
able,able,ADJ,,,71969,r009,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True
model,model,VERB,,,71969,r030,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True
many,many,ADJ,,,13250,r027,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True
way,ways,NOUN,,,13250,r041,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True
people,people,NOUN,,,13250,r033,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True
A,A,PROPN,,,13250,r002,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True
B,B,PROPN,,,13250,r005,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True
C,C,PROPN,,,13250,r007,False,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True
D,D,PROPN,,,13250,r008,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True
E,E,PROPN,,,13250,r011,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True
F,F,PROPN,,,13250,r012,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True
seat,seated,VERB,,,13250,r035,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
row,row,NOUN,,,13250,r034,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True
such,such,ADJ,,,13250,r038,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True
C,C,PROPN,,,13250,r007,False,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True
D,D,PROPN,,,13250,r008,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True
seat,seated,VERB,,,13250,r035,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
next,next,ADV,,,13250,r029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
other,other,ADJ,,,13250,r032,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True
as,as,ADV,,,13250,r018,False,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True
well,well,ADV,,,13250,r042,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True
A,A,PROPN,,,13250,r002,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True
b,B,NOUN,,,13250,r019,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True
seat,seated,VERB,,,13250,r035,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
next,next,ADV,,,13250,r029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
other,other,ADJ,,,13250,r032,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True
f(a)=3a+6,f(a)=3a+6,NOUN,,,3450,r006,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
value,value,NOUN,,,3450,r007,False,False,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True
f(2a)+f(a,f(2a)+f(a,PROPN,,,3450,r004,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True
morning,morning,NOUN,TIME,,15858,r011,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True
John,John,PROPN,PERSON,,15858,r002,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True
begin,begin,VERB,,,15858,r005,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
camping,camping,NOUN,,,15858,r007,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True
vacation,vacation,NOUN,,,15858,r018,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True
return,return,VERB,,,15858,r016,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True
home,home,ADV,,,15858,r010,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True
rain,rains,VERB,,,15858,r014,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True
vacation,vacation,NOUN,,,15858,r018,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True
probability,probability,NOUN,,,15858,r012,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True
rain,rain,NOUN,,,15858,r014,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True
probability,probability,NOUN,,,15858,r012,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True
Malachi,Malachi,PROPN,PERSON,,15858,r003,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True
return,return,VERB,,,15858,r016,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True
home,home,ADV,,,15858,r010,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True
following,following,ADJ,,,15858,r008,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True
can,can,NOUN,,,56794,r009,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True
be,is,VERB,,,56794,r007,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,False,True
mixture,mixture,NOUN,,,56794,r017,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True
milk,milk,NOUN,,,56794,r016,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
water,water,NOUN,,,56794,r021,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True
ratio,ratio,NOUN,,,56794,r019,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True
fill,filled,VERB,,,56794,r011,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True
litre,litres,NOUN,,,56794,r015,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True
milk,milk,NOUN,,,56794,r016,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
full,full,ADJ,,,56794,r013,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True
ratio,ratio,NOUN,,,56794,r019,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True
milk,milk,NOUN,,,56794,r016,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
water,water,NOUN,,,56794,r021,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True
become,become,VERB,,,56794,r008,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True
find,Find,VERB,,,56794,r012,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True
capacity,capacity,NOUN,,,56794,r010,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True
can,can,NOUN,,,56794,r009,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True
company,company,NOUN,,,14968,r005,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True
employee,employees,NOUN,,,14968,r007,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True
female,females,NOUN,,,14968,r008,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True
total,total,NOUN,,,14968,r015,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True
employee,employees,NOUN,,,14968,r007,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True
have,have,VERB,,,14968,r009,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True
advanced,advanced,ADJ,,,14968,r002,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True
degree,degrees,NOUN,,,14968,r006,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
rest,rest,NOUN,,,14968,r014,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True
have,have,VERB,,,14968,r009,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True
college,college,NOUN,,,14968,r004,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True
degree,degree,NOUN,,,14968,r006,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
only,only,ADV,,,14968,r013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True
employee,employees,NOUN,,,14968,r007,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True
male,males,NOUN,,,14968,r010,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True
college,college,NOUN,,,14968,r004,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True
degree,degree,NOUN,,,14968,r006,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
only,only,ADV,,,14968,r013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True
many,many,ADJ,,,14968,r011,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True
employee,employees,NOUN,,,14968,r007,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,True
female,females,NOUN,,,14968,r008,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True
advanced,advanced,ADJ,,,14968,r002,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True
degree,degrees,NOUN,,,14968,r006,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
p,P,NOUN,,,96669,r012,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
time,times,NOUN,,,96669,r015,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
as,as,ADV,,,96669,r010,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True
old,old,ADJ,,,96669,r011,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True
Q,Q,PROPN,,,96669,r006,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True
Q,Q,PROPN,,,96669,r006,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True
old,older,ADJ,,,96669,r011,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True
R.,R.,PROPN,NORP,,96669,r007,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True
r,R,NOUN,,,96669,r013,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True
P,P,PROPN,ORG,,96669,r005,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True
age,age,NOUN,,,96669,r008,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True
term,terms,NOUN,,,96669,r014,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True
z,z,NOUN,,,96669,r016,False,False,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True
diesel,Diesel,NOUN,ORG,,36071,r005,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True
cost,costs,VERB,,,36071,r003,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True
rs.4per,Rs.4per,NOUN,PERSON,,36071,r015,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True
light,lit,VERB,,,36071,r008,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True
petrol,petrol,NOUN,,,36071,r012,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True
cost,costs,NOUN,,,36071,r003,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True
litre,litre,NOUN,,,36071,r009,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True
price,price,NOUN,,,36071,r013,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True
diesel,diesel,NOUN,,,36071,r005,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True
rise,rise,NOUN,,,36071,r014,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True
month,month,NOUN,,,36071,r010,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True
price,price,NOUN,,,36071,r013,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True
petrol,petrol,NOUN,,,36071,r012,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True
unchanged,unchanged,ADJ,,,36071,r017,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True
take,take,VERB,,,36071,r016,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
litre,litre,NOUN,,,36071,r009,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True
Diesel,Diesel,PROPN,ORG,,36071,r001,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True
cost,costs,VERB,,,36071,r003,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True
more,more,ADJ,,,36071,r011,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True
litre,litre,NOUN,,,36071,r009,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True
petrol,petrol,NOUN,,,36071,r012,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True
x-y,x-y,PROPN,ORG,,94035,r025,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True
coordinate,coordinate,NOUN,,,94035,r009,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True
plane,plane,NOUN,,,94035,r017,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True
be,is,VERB,,,94035,r007,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True
parabola,parabola,NOUN,,,94035,r016,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True
y,y,PROPN,,,94035,r027,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
=,=,PROPN,,,94035,r001,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True
x(6-x,x(6-x,PROPN,,,94035,r023,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True
follow,following,VERB,,,94035,r013,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True
