word,part_of_speech,category,meaning,question_id
dealership,NOUN,organization name,A business that sells vehicles,69205
easy,ADJ,technical term,Simple to understand or perform,69205
m,"PROPN, VERB",individual name,Represents the number of cars in John.s dealership,69205
m=3n+5p,PROPN,technical term,"An algebraic equation representing the relationship between m, n, and p",69205
minivan,NOUN,organization name,A type of vehicle often used by families,69205
n,NOUN,individual name,Represents the number of cars in Kevin's dealership,69205
n and p,NOUN,organization name,A combined entity representing Kevin's and Larry's dealerships,69205
p,NOUN,individual name,Represents the number of cars in Larry's dealership,69205
question,NOUN,technical term,A statement or request for information,69205
sedan,NOUN,organization name,A type of vehicle often used by individuals,69205
term,NOUN,technical term,Mathematical concept,69205
truck,NOUN,organization name,Vehicle transportation business,69205
way,NOUN,technical term,Method or approach,69205
*,NOUN,Technical Term,Multiplicative Operation Symbol,74795
=,VERB,Organization Name,Equal Opportunity Employer,74795
E.,PROPN,Individual Name,Initial of an Individual (Represents a correct answer),74795
answer,NOUN,Technical Term,Response to a Question or Problem,74795
bring,VERB,Organization Name,Delivery Service Provider (Example: FedEx),74795
cherry,NOUN,Technical Term,Fruity Flavor,74795
child,NOUN,Individual Name,Minor Human Being,74795
choose,VERB,Technical Term,Decision Selection Process,74795
different,ADJ,Organizational Name,Distinctive or Varied Business Segment,74795
door,NOUN,Technical Term,Point of Entry/Exit,74795
even,ADV,,Expresses a state of being equal or balanced (could also be used in the context of fairness).,74795
flavor,NOUN,technical term,A particular taste or taste combination.,74795
freezer,NOUN,technical term,An appliance for preserving food at low temperatures.,74795
get,VERB,,To obtain or acquire something.,74795
have,VERB,,To possess or own something.,74795
ice,NOUN,technical term,Frozen water in solid form.,74795
jealous,ADJ,,Experiencing envy or resentment toward another's possessions or qualities.,74795
lemon,NOUN,technical term,A citrus fruit with a sour taste.,74795
make,VERB,,To create or construct something.,74795
more,ADV,,A greater amount or quantity.,74795
mother,NOUN,Individual Name,Parent,74795
orange,NOUN,Product Name,A type of citrus fruit,74795
probability,NOUN,Technical Term,The likelihood of an event occurring,74795
random,ADJ,Technical Term,Unpredictable or chosen without systematic preference,74795
realize,VERB,Action Verb,To become aware of something,74795
receive,VERB,Action Verb,To get or be given something,74795
return,VERB,Action Verb,To go back to a previous place or state,74795
pop,NOUN,individual name,Ice Pops,74795
other,ADJ,,,74795
outside,ADV,,,74795
run,VERB,,To move swiftly on foot,74795
same,ADJ,,Identical or alike,74795
sure,ADJ,,Certain or confident,74795
treat,NOUN,,A pleasant or enjoyable experience,74795
upset,ADJ,,Troubled or distressed emotionally,74795
Probability,PROPN,Technical Term,Measurement of likelihood,36175
bbgg,PROPN,Technical Term,Specific combination of results,36175
bgbg,PROPN,Technical Term,Specific combination of results,36175
boy,NOUN,,Male child,36175
child,NOUN,,Young human being,36175
couple,NOUN,,Two people in a relationship,36175
decide,VERB,,To make a choice or decision,36175
=,"NOUN, ADJ",,,36175
Ans,PROPN,Individual Name,,36175
bggb,NOUN,,,36175
e,NOUN,technical term,elementary,36175
equally,ADV,,same manner,36175
event,NOUN,technical term,probability occurrence,36175
exactly,ADV,,precisely,36175
favourable,ADJ,technical term,successful,36175
girl,NOUN,individual name,female child,36175
have,VERB,,possess,36175
"gbbg}.{bggg},{gbbb",,,,36175
gbgb,NOUN,,,36175
ggbb,NOUN,,,36175
likely,ADJ,technical term,Probability,36175
probability,NOUN,technical term,Measure of the chance of an event happening,36175
sample,NOUN,technical term,Set of possible outcomes,36175
space,NOUN,technical term,Set of all possible outcomes,36175
succeed,VERB,,Achieve a desired outcome,36175
=,"NOUN, VERB",,Operator for mathematical equality or assignment,57382
Answer,PROPN,,The solution to a problem or question,57382
apart,ADV,,Indicates a spatial separation,57382
average,ADJ,,Represents a central tendency or typical value,57382
b,NOUN,,Variable representing an unknown quantity,57382
car,NOUN,,A wheeled vehicle driven by fuel or electricity for transportation,57382
cover,VERB,,To move over or enclose a surface or distance,57382
distance,NOUN,,The extent of space between two points,57382
driver,NOUN,,A person who operates a vehicle,57382
entire,ADJ, ,Relating to the whole,57382
hill,NOUN,Technical Term,Landform,57382
hr,NOUN,Technical Term,Unit of time,57382
km,NOUN,Technical Term,Unit of distance,57382
plain,NOUN,Technical Term,Level land area,57382
return,NOUN, ,Act of coming back,57382
same,ADJ, ,Equal or identical,57382
speed,NOUN,Technical Term,Rate of travel,57382
station,NOUN,Organization Name,Designated place,57382
travel,VERB, ,Journey,57382
trip,NOUN,technical term,journey or voyage,57382
Answer,PROPN,Organization Name,Refers to a solution or response provided in the context of solving problems or answering questions.,46018
c,NOUN,Technical Term,Indicates a specific value or choice presented as an option within a set.,46018
downstream,ADJ,Technical Term,Describes movement in the direction opposite to the current of a body of water.,46018
find,VERB,Technical Term,To determine or ascertain a specific value or quantity.,46018
hr,PROPN,Technical Term,Abbreviation signifying 'hours' typically used in measuring time intervals for speed calculations.,46018
man,NOUN,Individual Name,Refers to a human being capable of performing actions such as rowing or navigating a watercraft.,46018
rate,NOUN,Technical Term,"A measure of speed or velocity, often expressed in kilometers per hour (kmph).",46018
row,VERB,Technical Term,To propel a boat through water using oars.,46018
still,ADV,Technical Term,"Indicates the absence of movement or flow, used to describe tranquil water conditions.",46018
upstream,ADV,Technical Term,Describes movement against the current of a body of water.,46018
water,NOUN,Technical Term,Fluido State,46018
hour,NOUN,TIME,Unit of time,4696
D.,PROPN,NORP,Represents a choice or answer,4696
complete,VERB,ACTION,To finish or accomplish,4696
fraction,NOUN,MATH,Part of a whole,4696
hour,NOUN,TIME,Unit of time,4696
6 hour,NUM,TIME,duration of time,4696
answer,NOUN,RESULT,Solution to a problem,4696
certain,ADJ,QUANTIFIER,specific or definite,4696
do,VERB,ACTION,Perform or execute a task,4696
=,SYMBOL,,Indicates equality,4696
individually,ADV,  ,Describes the action of performing tasks separately.,4696
job,NOUN,technical term,A task or assignment,4696
low,ADJ,  ,Describes a state of being less than average or typical.,4696
people,NOUN,individual name,Human beings,4696
rate,NOUN,technical term,The speed or amount of work completed per unit of time,4696
respective,ADJ,  ,Relating to each person individually.,4696
respectively,ADV,  ,In the order specified,4696
slow,ADJ,  ,Describes something moving or progressing at a slow pace.,4696
sum,NOUN,technical term,The total amount or value,4696
together,ADV,  ,In combination or unison,4696
work,VERB,Technical Term,Performing Labor,4696
Q,PROPN,Technical Term,Angle measurement,37772
Q=60.C,VERB,Technical Term,Represents an angle measurement equation,37772
Triangle,PROPN,Technical Term,Geometric shape with 3 sides and angles,37772
adjacent,ADJ,Technical Term,Describes the relationship between shapes or parts,37772
angle,NOUN,Technical Term,Geometric measurement formed by intersecting lines,37772
c,NOUN,Technical Term,Represents a side length or variable in geometry,37772
connect,VERB,Technical Term,Acts as joining points or lines,37772
cube,NOUN,Technical Term,Geometric shape with 6 square sides,37772
diagonal,NOUN,Technical Term,Line segment connecting two non-adjacent vertices,37772
equal,ADJ,Technical Term,Describes measurements having the same value,37772
equilateral,ADJ,technical term,Describes a specific geometric shape with equal sides and angles,37772
form,VERB,,To create or shape something,37772
measure,NOUN,technical term,"The amount or extent of something, especially in geometry",37772
side,NOUN,technical term,One of the linear edges of a shape,37772
touching,ADJ,,Making contact or sharing a boundary with something else,37772
make,VERB,,,37772
take,VERB,,,37772
therefore,ADV,,,37772
1st,ADJ,Technical Term,"Ordinal Number, Position Within a Sequence",87169
7k+1)-2,PROPN,,"Mathematical Formula, Expression",87169
=,NOUN,,"Equality, Mathematical Operator",87169
a,NOUN,,"Article, Indefinite Noun",87169
divide,VERB,,Action of Separation or Division,87169
divisible,ADJ,Technical Term,Property of Divisibility by Another Number,87169
find,VERB,,Action of Discovery or Identification,87169
form,NOUN,Technical Term,"Shape, Structure, or Arrangement",87169
formula,NOUN,Technical Term,Mathematical Equation or Expression,87169
i.e,NOUN,technical term,that is,87169
integer,NOUN,technical term,whole number,87169
k,PROPN,variable,a constant representing an unknown value,87169
k=,PROPN,mathematical expression,equals k,87169
last,ADJ,technical term,final or most recent value in a set,87169
lcm,NOUN,technical term,least common multiple,87169
leave,NOUN,technical term,remainder after division,87169
many,ADJ,general concept,a significant or substantial amount,87169
n=,PROPN,mathematical expression,equals n,87169
next,ADJ,technical term,following in sequence,87169
now,ADV,Technical Term,Current time or point in progress (used within a specific calculation),87169
nubmer,NOUN,Technical Term,Numerical value; Quantity,87169
number,NOUN,Technical Term,Numerical value; Quantity,87169
positive,ADJ,Technical Term,Values greater than zero (mathematical context),87169
put,VERB,Technical Term,Insert values into a sequence or calculation,87169
remainder,NOUN,Technical Term,Value left after division (mathematical operation),87169
small,ADJ,Organization Name,"Miniature, Implying limited size or scale",87169
so,ADV,Technical Term,Indicates a consequence or logical connection,87169
start,VERB,Technical Term,Initiate a process or sequence,87169
such,ADJ,Technical Term,Referring to the type or kind specified previously (mathematical context),87169
term,NOUN,technical term,Mathematics Concept: Refers to a specific value or quantity within a defined set.,87169
value,NOUN,technical term,"Numerical or Abstract Concept: Represents a quantity, significance, or utility.",87169
x,PROPN,variable,Unknown Quantity: Represents an unspecified number within a mathematical context.,87169
there,ADV,,,87169
thus,ADV,,,87169
use,VERB,,,87169
+,VERB,,Mathematical addition,42615
=,VERB,,Equality,42615
French,PROPN,NORP,Nationality,42615
German,PROPN,NORP,Nationality,42615
Total,PROPN,,Summation,42615
answer,NOUN,,Solution,42615
b,NOUN,,Variable,42615
calculate,VERB,,Numerical computation,42615
class,NOUN,,Group of students,42615
course,NOUN,technical term,Education,42615
enrol,VERB,,Registration for a class or program,42615
equation,NOUN,technical term,Mathematical expression,42615
formula,NOUN,technical term,Rule or pattern for calculation,42615
french,NOUN,NORP,Language,42615
german,ADJ,NORP,Language,42615
have,VERB,,Possession,42615
many,ADJ,,Quantity,42615
overlap,VERB,,Sharing common elements,42615
set,NOUN,technical term,Collection of items,42615
so,ADV,technical term,used to indicate a conclusion or explanation,42615
student,NOUN,individual name,"a learner, particularly someone enrolled in an educational institution",42615
take,VERB,technical term,to enroll or participate in a course or activity,42615
task,NOUN,organization name,a project or assignment to be completed,42615
=,"VERB, NOUN, PROPN",,Comparison/Equality operator,16818
Option b,PROPN,PRODUCT,Choice of an option,16818
Rs15000,PROPN,,Monetary value,16818
R∗T,PROPN,,Represents a numerical factor in calculation,16818
S.I.=P∗R∗T/100,PROPN,,Formula to calculate simple interest,16818
S.I.∗100,PROPN,GPE,Represents a numerical value for Simple Interest multiplied by 100,16818
amount,NOUN,,Quantity of something ,16818
annum,ADJ,,Per year,16818
borrow,VERB,,To take into temporary possession,16818
explanation,NOUN,,A reason or justification given for something,16818
have,VERB,Technical Term,Possess a certain quantity or characteristic (amount),16818
interest,NOUN,Technical Term,The cost of borrowing money expressed as a percentage of the principal amount.,16818
loan,NOUN,Technical Term,"A sum of money borrowed, typically to be repaid with interest.",16818
man,NOUN,Individual Name,"A human being, particularly a male adult",16818
p,NOUN,Technical Term,Principal amount borrowed.,16818
p=5400∗100/12∗3,NOUN,Technical Term,Mathematical expression for calculating the principal amount.,16818
pay,VERB,Technical Term,"To give money in exchange for goods or services, or for a debt.",16818
principal,ADJ,Technical Term,"The original amount of money borrowed or invested, before any interest is added.",16818
rate,NOUN,Technical Term,The expressed percentage charge or return on a loan or investment.,16818
simple,ADJ,Technical Term,A type of interest calculation where only the principal amount earns interest.,16818
take,VERB,technical term,Loan action,16818
=,NOUN,technical term,Represents mathematical equality,94386
Answer,PROPN,individual name,Refers to the solution or response provided,94386
B,PROPN,organization name,"Denotes a specific choice or option, possibly a letter designation",94386
Sum,PROPN,technical term,Represents the total value calculated from a set of numbers,94386
always,ADV,technical term,Indicates an action or state that occurs perpetually,94386
be,VERB,technical term,Represents a fundamental state of existence or occurrence,94386
consecutive,ADJ,technical term,Describes numbers following each other in a sequence without gaps,94386
divide,VERB,technical term,Indicates the process of splitting something into equal parts,94386
evenly,ADV,technical term,Describes an action performed uniformly or with equal distribution,94386
factor,NOUN,technical term,Represents a number that divides evenly into another number,94386
great,ADJ,technical term,Largest value achievable within a context,94386
integer,NOUN,technical term,Whole Number,94386
sum,NOUN,technical term,The result of addition,94386
therefore,ADV,technical term,Logical consequence,94386
x,PROPN,technical term,Variable representing a number,94386
let,VERB,,Define/Introduce a concept,94386
Case,PROPN,Individual Name,Describes specific scenarios within an experiment,18515
Total,PROPN,Technical Term,Summation of all calculated values (W),18515
W,PROPN,Organization Name,Represents the set of envelope numbers produced by a process,18515
activity,NOUN, Technical Term,Task or process involving mathematical operations,18515
andno,NOUN,Technical Term,Indicates the selection of items 'and no' from a set of options,18515
answer,NOUN,Technical Term,Solution obtained from solving the mathematical problem,18515
break,VERB,,To separate or divide into distinct parts,18515
card,NOUN,,A piece of card used for a specific mathematics problem,18515
15=41,NOUN,Technical Term,Total Ways,18515
case,NOUN,technical term,Description of a specific scenario in mathematics,18515
certain,ADJ,technical term,Specific type of mathematical operation  ,18515
choose,VERB,technical term,Select a subset from a larger set,18515
contain,VERB,technical term,Hold or include within,18515
different,ADJ,technical term,"Not identical, distinct",18515
distribute,VERB,technical term,Allocate or spread out items across different categories,18515
envelop,NOUN,technical term,"A container for holding objects, often cards",18515
envelope,NOUN,technical term,"A sealed container, typically made of paper or card stock",18515
find,VERB,general concept,Locate or uncover something,18515
go,VERB,general concept,Move or travel  toward a location,18515
group,NOUN,organization name,A collection of individuals or items,18515
have,VERB,technical term,To possess or control,18515
high,ADJ,technical term,Elevated or intense,18515
low,ADJ,technical term,Depressed or insignificant,18515
many,ADJ,technical term,A large quantity or number,18515
mathematical,ADJ,technical term,Related to mathematics,18515
need,NOUN,organization name,A requirement or essential need,18515
number,NOUN,technical term,A quantity or amount,18515
order,NOUN,technical term,Arrangement or sequence,18515
prime,ADJ,technical term,A number divisible only by 1 and itself,18515
process,NOUN,Technical Term,Mathematical operation,18515
produce,VERB,Technical Term,"To create or generate something, especially a result in mathematics",18515
product,NOUN,Technical Term,The outcome of a mathematical operation or process,18515
put,VERB,,To place something,18515
same,ADJ,,Identical,18515
set,NOUN,Technical Term,A collection of distinct items or values,18515
then,ADV,,Next in time or sequence,18515
use,VERB,,To employ or utilize something,18515
way,NOUN,,Method or approach,18515
MESMERISE,PROPN,Organization Name,A company or organization related to creating or managing systems. ,50080
alike,ADV,technical term,Similar in characteristics or features.,50080
answer,NOUN,Technical Term,The solution to a question or problem.,50080
arrange,VERB,Organizational Name,To put things in order or a particular position.,50080
arrangement,NOUN,Technical Term,A specific way of organizing or forming something.,50080
!=,PROPN,Technical Term,Mathematical operation representing a relation,50080
2S,Numeral,Organization Name,Number of Occurrences (in the word),50080
3E,Numeral,Technical Term,Number of Occurrences (in the word),50080
M,Pronoun,Individual Name,Variable representing a Letter,50080
Number,Noun,Technical Term,Mathematical Concept,50080
be,VERB,technical term,Exist or occur,50080
consist,VERB,technical term,Comprise or be made up of,50080
distinct,ADJ,,Clearly different or recognisable as unlike,50080
item,NOUN,,A individual object or element of a set,50080
kind,NOUN,,Type or category of thing,50080
letter,NOUN,,"A character in an alphabet, used for writing",50080
n,NOUN,,Quantity or number of something,50080
n!/p!q!r,PROPN,,Formulaic representation for calculation,50080
number,NOUN,,Quantity or numerical value,50080
other,ADJ,,Different from what is already mentioned or known,50080
p,NOUN,technical term,Number of items in one category,50080
pattern,NOUN,technical term,Specific arrangement or sequence,50080
permutation,NOUN,technical term,Unique arrangement of items,50080
q,ADJ,technical term,Number of items in a different category,50080
remain,VERB,,To persist or stay after changes,50080
row,NOUN,technical term,Linear arrangement of items,50080
way,NOUN,,Method or manner,50080
word,NOUN,technical term,Unit of language,50080
Answer,PROPN,Organization Name,Solution to a problem or question,32585
Final,PROPN,Technical Term,Outcome or result,32585
even,ADJ,Technical Term,Number divisible by 2,32585
inclusive,ADJ,Technical Term,Range or set that includes both end points,32585
odd,ADJ,Technical Term,Number not divisible by 2,32585
add,VERB,,,32585
b,NOUN,,,32585
do,VERB,,,32585
have,VERB,,,32585
number,NOUN,,,32585
problem,NOUN,technical term,Mathematics challenge,32585
solve,VERB,technical term,Find a solution to,32585
sum,NOUN,technical term,Total of numbers added together,32585
take,VERB,none,Select or retrieve,32585
together,ADV,none,Joined or united,32585
so,ADV,technical term,"Therefore, consequently",32585
