word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
total,ADJ,,total,1,[38],78536,question,True
cost,NOUN,,cost,1,[39],78536,question,True
for,ADP,,for,1,[40],78536,question,False
the,DET,,the,1,[41],78536,question,False
number,NOUN,,number,1,[42],78536,question,True
of,ADP,,of,1,[43],78536,question,False
carpet,NOUN,,carpet,1,[44],78536,question,True
squares,NOUN,,square,1,[45],78536,question,True
needed,VERB,,need,1,[46],78536,question,True
to,PART,,to,1,[47],78536,question,False
cover,VERB,,cover,1,[48],78536,question,True
the,DET,,the,1,[49],78536,question,False
floor,NOUN,,floor,1,[50],78536,question,True
?,PUNCT,,?,0,[51],78536,question,False
people,NOUN,,people,1,[1],66930,question,True
are,AUX,,be,1,[2],66930,question,False
there,ADV,,there,1,[3],66930,question,True
",",PUNCT,,",",0,[4],66930,question,False
they,PRON,,they,1,[5],66930,question,False
are,AUX,,be,1,[6],66930,question,False
shaking,VERB,,shake,1,[7],66930,question,True
hands,NOUN,,hand,1,[8],66930,question,True
together,ADV,,together,1,[9],66930,question,True
",",PUNCT,,",",0,[10],66930,question,False
how,SCONJ,,how,1,[11],66930,question,False
many,ADJ,,many,1,[12],66930,question,True
hand,NOUN,,hand,1,[13],66930,question,True
shakes,VERB,,shake,1,[14],66930,question,True
possible,ADJ,,possible,1,[15],66930,question,True
",",PUNCT,,",",0,[16],66930,question,False
if,SCONJ,,if,1,[17],66930,question,False
they,PRON,,they,1,[18],66930,question,False
are,AUX,,be,1,[19],66930,question,False
in,ADP,,in,1,[20],66930,question,False
pair,NOUN,,pair,1,[21],66930,question,True
of,ADP,,of,1,[22],66930,question,False
cyclic,ADJ,,cyclic,1,[23],66930,question,True
sequence,NOUN,,sequence,1,[24],66930,question,True
.,PUNCT,,.,0,[25],66930,question,False
A,DET,,a,1,[0],5418,question,False
bag,NOUN,,bag,1,[1],5418,question,True
is,AUX,,be,1,[2],5418,question,False
filled,VERB,,fill,1,[3],5418,question,True
with,ADP,,with,1,[4],5418,question,False
pennies,NOUN,,penny,1,[5],5418,question,True
and,CCONJ,,and,1,[6],5418,question,False
nickels,NOUN,,nickel,1,[7],5418,question,True
in,ADP,,in,1,[8],5418,question,False
the,DET,,the,1,[9],5418,question,False
ratio,NOUN,,ratio,1,[10],5418,question,True
of,ADP,,of,1,[11],5418,question,False
.,PUNCT,,.,0,[15],5418,question,False
There,PRON,,there,1,[16],5418,question,False
are,VERB,,be,1,[17],5418,question,True
nickles,NOUN,,nickle,1,[19],5418,question,True
in,ADP,,in,1,[20],5418,question,False
the,DET,,the,1,[21],5418,question,False
bag,NOUN,,bag,1,[22],5418,question,True
",",PUNCT,,",",0,[23],5418,question,False
how,SCONJ,,how,1,[24],5418,question,False
many,ADJ,,many,1,[25],5418,question,True
coins,NOUN,,coin,1,[26],5418,question,True
are,AUX,,be,1,[27],5418,question,False
there,ADV,,there,1,[28],5418,question,True
in,ADP,,in,1,[29],5418,question,False
that,DET,,that,1,[30],5418,question,False
bag,NOUN,,bag,1,[31],5418,question,True
?,PUNCT,,?,0,[32],5418,question,False
persons,NOUN,,person,1,[1],16576,question,True
start,VERB,,start,1,[2],16576,question,True
running,VERB,,run,1,[3],16576,question,True
simultaneously,ADV,,simultaneously,1,[4],16576,question,True
around,ADP,,around,1,[5],16576,question,False
a,DET,,a,1,[6],16576,question,False
circular,ADJ,,circular,1,[7],16576,question,True
track,NOUN,,track,1,[8],16576,question,True
of,ADP,,of,1,[9],16576,question,False
length,NOUN,,length,1,[10],16576,question,True
m,NOUN,,m,1,[12],16576,question,True
from,ADP,,from,1,[13],16576,question,False
the,DET,,the,1,[14],16576,question,False
same,ADJ,,same,1,[15],16576,question,True
point,NOUN,,point,1,[16],16576,question,True
at,ADP,,at,1,[17],16576,question,False
speeds,NOUN,,speed,1,[18],16576,question,True
of,ADP,,of,1,[19],16576,question,False
/,SYM,,/,1,[22],16576,question,False
hr,NOUN,,hr,1,[23],16576,question,True
and,CCONJ,,and,1,[24],16576,question,False
/,NOUN,,/,1,[27],16576,question,True
hr,NOUN,,hr,1,[28],16576,question,True
.,PUNCT,,.,0,[29],16576,question,False
When,SCONJ,,when,1,[30],16576,question,False
will,AUX,,will,1,[31],16576,question,False
they,PRON,,they,1,[32],16576,question,False
meet,VERB,,meet,1,[33],16576,question,True
for,ADP,,for,1,[34],16576,question,False
the,DET,,the,1,[35],16576,question,False
time,NOUN,,time,1,[37],16576,question,True
any,PRON,,any,1,[38],16576,question,False
where,SCONJ,,where,1,[39],16576,question,False
on,ADP,,on,1,[40],16576,question,False
the,DET,,the,1,[41],16576,question,False
track,NOUN,,track,1,[42],16576,question,True
if,SCONJ,,if,1,[43],16576,question,False
they,PRON,,they,1,[44],16576,question,False
are,AUX,,be,1,[45],16576,question,False
moving,VERB,,move,1,[46],16576,question,True
in,ADP,,in,1,[47],16576,question,False
opposite,ADJ,,opposite,1,[48],16576,question,True
directions,NOUN,,direction,1,[49],16576,question,True
?,PUNCT,,?,0,[50],16576,question,False
Evaluate,VERB,,evaluate,1,[0],73670,question,True
combination,NOUN,,combination,1,[1],73670,question,True
"
",SPACE,,"
",0,[2],73670,question,False
),PUNCT,,),0,[4],73670,question,False
!,PUNCT,,!,0,[5],73670,question,False
The,DET,,the,1,[0],59278,question,False
length,NOUN,,length,1,[1],59278,question,True
of,ADP,,of,1,[2],59278,question,False
the,DET,,the,1,[3],59278,question,False
bridge,NOUN,,bridge,1,[4],59278,question,True
",",PUNCT,,",",0,[5],59278,question,False
which,PRON,,which,1,[6],59278,question,False
a,DET,,a,1,[7],59278,question,False
train,NOUN,,train,1,[8],59278,question,True
long,ADJ,,long,1,[11],59278,question,True
and,CCONJ,,and,1,[12],59278,question,False
travelling,VERB,,travel,1,[13],59278,question,True
at,ADP,,at,1,[14],59278,question,False
/,SYM,,/,1,[17],59278,question,False
hr,NOUN,,hr,1,[18],59278,question,True
can,AUX,,can,1,[19],59278,question,False
cross,VERB,,cross,1,[20],59278,question,True
in,ADP,,in,1,[21],59278,question,False
30 seconds,NUM,TIME,30 second,2,"[22, 23]",59278,question,True
",",PUNCT,,",",0,[24],59278,question,False
is,AUX,,be,1,[25],59278,question,False
:,PUNCT,,:,0,[26],59278,question,False
people,NOUN,,people,1,[1],61759,question,True
each,PRON,,each,1,[2],61759,question,False
took,VERB,,take,1,[3],61759,question,True
tests,NOUN,,test,1,[5],61759,question,True
.,PUNCT,,.,0,[6],61759,question,False
If,SCONJ,,if,1,[7],61759,question,False
the,DET,,the,1,[8],61759,question,False
ranges,NOUN,,range,1,[9],61759,question,True
of,ADP,,of,1,[10],61759,question,False
their,PRON,,their,1,[11],61759,question,False
scores,NOUN,,score,1,[12],61759,question,True
in,ADP,,in,1,[13],61759,question,False
the,DET,,the,1,[14],61759,question,False
practice,NOUN,,practice,1,[16],61759,question,True
tests,NOUN,,test,1,[17],61759,question,True
were,AUX,,be,1,[18],61759,question,False
",",PUNCT,,",",0,[20],61759,question,False
and,CCONJ,,and,1,[22],61759,question,False
",",PUNCT,,",",0,[24],61759,question,False
what,PRON,,what,1,[25],61759,question,False
is,AUX,,be,1,[26],61759,question,False
the,DET,,the,1,[27],61759,question,False
minimum,ADJ,,minimum,1,[28],61759,question,True
possible,ADJ,,possible,1,[29],61759,question,True
range,NOUN,,range,1,[30],61759,question,True
in,ADP,,in,1,[31],61759,question,False
scores,NOUN,,score,1,[32],61759,question,True
of,ADP,,of,1,[33],61759,question,False
the,DET,,the,1,[34],61759,question,False
test-takers,NOUN,,test-takers,1,[36],61759,question,True
?,PUNCT,,?,0,[37],61759,question,False
Ron,PROPN,PERSON,Ron,1,[0],37815,question,True
has,VERB,,have,1,[1],37815,question,True
a,DET,,a,1,[2],37815,question,False
cycle,NOUN,,cycle,1,[3],37815,question,True
worth,ADJ,,worth,1,[4],37815,question,True
$,SYM,,$,1,[5],37815,question,False
1800,NUM,MONEY,1800,1,[6],37815,question,True
and,CCONJ,,and,1,[7],37815,question,False
he,PRON,,he,1,[8],37815,question,False
wants,VERB,,want,1,[9],37815,question,True
to,PART,,to,1,[10],37815,question,False
sell,VERB,,sell,1,[11],37815,question,True
it,PRON,,it,1,[12],37815,question,False
at,ADP,,at,1,[13],37815,question,False
a,DET,,a,1,[14],37815,question,False
profit,NOUN,,profit,1,[15],37815,question,True
of,ADP,,of,1,[16],37815,question,False
$,SYM,,$,1,[17],37815,question,False
220,NUM,MONEY,220,1,[18],37815,question,True
.,PUNCT,,.,0,[19],37815,question,False
What,PRON,,what,1,[20],37815,question,False
should,AUX,,should,1,[21],37815,question,False
cycles,NOUN,,cycle,1,[22],37815,question,True
selling,VERB,,sell,1,[23],37815,question,True
price,NOUN,,price,1,[24],37815,question,True
be,AUX,,be,1,[25],37815,question,False
?,PUNCT,,?,0,[26],37815,question,False
If,SCONJ,,if,1,[0],581,question,False
the,DET,,the,1,[1],581,question,False
population,NOUN,,population,1,[2],581,question,True
of,ADP,,of,1,[3],581,question,False
a,DET,,a,1,[4],581,question,False
certain,ADJ,,certain,1,[5],581,question,True
country,NOUN,,country,1,[6],581,question,True
increases,VERB,,increase,1,[7],581,question,True
at,ADP,,at,1,[8],581,question,False
the,DET,,the,1,[9],581,question,False
rate,NOUN,,rate,1,[10],581,question,True
of,ADP,,of,1,[11],581,question,False
person,NOUN,,person,1,[13],581,question,True
every 40 seconds,DET,TIME,every 40 second,3,"[14, 15, 16]",581,question,True
",",PUNCT,,",",0,[17],581,question,False
by,ADP,,by,1,[18],581,question,False
how,SCONJ,,how,1,[19],581,question,False
many,ADJ,,many,1,[20],581,question,True
persons,NOUN,,person,1,[21],581,question,True
does,AUX,,do,1,[22],581,question,False
the,DET,,the,1,[23],581,question,False
population,NOUN,,population,1,[24],581,question,True
increase,NOUN,,increase,1,[25],581,question,True
in,ADP,,in,1,[26],581,question,False
1 hour,NUM,TIME,1 hour,2,"[27, 28]",581,question,True
?,PUNCT,,?,0,[29],581,question,False
In,ADP,,in,1,[0],50449,question,False
a,DET,,a,1,[1],50449,question,False
colony,NOUN,,colony,1,[2],50449,question,True
of,ADP,,of,1,[3],50449,question,False
residents,NOUN,,resident,1,[5],50449,question,True
",",PUNCT,,",",0,[6],50449,question,False
the,DET,,the,1,[7],50449,question,False
ratio,NOUN,,ratio,1,[8],50449,question,True
of,ADP,,of,1,[9],50449,question,False
the,DET,,the,1,[10],50449,question,False
number,NOUN,,number,1,[11],50449,question,True
of,ADP,,of,1,[12],50449,question,False
men,NOUN,,man,1,[13],50449,question,True
and,CCONJ,,and,1,[14],50449,question,False
women,NOUN,,woman,1,[15],50449,question,True
is,AUX,,be,1,[16],50449,question,False
:,SYM,,:,1,[18],50449,question,False
.,X,,.,1,[20],50449,question,False
Among,ADP,,among,1,[21],50449,question,False
the,DET,,the,1,[22],50449,question,False
women,NOUN,,woman,1,[23],50449,question,True
",",PUNCT,,",",0,[24],50449,question,False
the,DET,,the,1,[25],50449,question,False
ratio,NOUN,,ratio,1,[26],50449,question,True
of,ADP,,of,1,[27],50449,question,False
the,DET,,the,1,[28],50449,question,False
educated,VERB,,educate,1,[29],50449,question,True
to,ADP,,to,1,[30],50449,question,False
the,DET,,the,1,[31],50449,question,False
uneducated,ADJ,,uneducated,1,[32],50449,question,True
is,AUX,,be,1,[33],50449,question,False
:,SYM,,:,1,[35],50449,question,False
.,PUNCT,,.,0,[37],50449,question,False
If,SCONJ,,if,1,[38],50449,question,False
the,DET,,the,1,[39],50449,question,False
ratio,NOUN,,ratio,1,[40],50449,question,True
of,ADP,,of,1,[41],50449,question,False
the,DET,,the,1,[42],50449,question,False
number,NOUN,,number,1,[43],50449,question,True
of,ADP,,of,1,[44],50449,question,False
educated,VERB,,educate,1,[45],50449,question,True
to,ADP,,to,1,[46],50449,question,False
uneducated,ADJ,,uneducated,1,[47],50449,question,True
persons,NOUN,,person,1,[48],50449,question,True
is,AUX,,be,1,[49],50449,question,False
:,SYM,,:,1,[51],50449,question,False
",",PUNCT,,",",0,[53],50449,question,False
then,ADV,,then,1,[54],50449,question,True
find,VERB,,find,1,[55],50449,question,True
the,DET,,the,1,[56],50449,question,False
ratio,NOUN,,ratio,1,[57],50449,question,True
of,ADP,,of,1,[58],50449,question,False
the,DET,,the,1,[59],50449,question,False
number,NOUN,,number,1,[60],50449,question,True
of,ADP,,of,1,[61],50449,question,False
educated,VERB,,educate,1,[62],50449,question,True
to,ADP,,to,1,[63],50449,question,False
uneducated,ADJ,,uneducated,1,[64],50449,question,True
men,NOUN,,man,1,[65],50449,question,True
in,ADP,,in,1,[66],50449,question,False
the,DET,,the,1,[67],50449,question,False
colony,NOUN,,colony,1,[68],50449,question,True
?,PUNCT,,?,0,[69],50449,question,False
A,DET,,a,1,[0],88412,question,False
certain,ADJ,,certain,1,[1],88412,question,True
telescope,NOUN,,telescope,1,[2],88412,question,True
increases,VERB,,increase,1,[3],88412,question,True
the,DET,,the,1,[4],88412,question,False
visual,ADJ,,visual,1,[5],88412,question,True
range,NOUN,,range,1,[6],88412,question,True
at,ADP,,at,1,[7],88412,question,False
a,DET,,a,1,[8],88412,question,False
particular,ADJ,,particular,1,[9],88412,question,True
location,NOUN,,location,1,[10],88412,question,True
from,ADP,,from,1,[11],88412,question,False
to,ADP,,to,1,[14],88412,question,False
.,PUNCT,,.,0,[17],88412,question,False
By,ADP,,by,1,[18],88412,question,False
what,DET,,what,1,[19],88412,question,False
percent,NOUN,,percent,1,[20],88412,question,True
is,AUX,,be,1,[21],88412,question,False
the,DET,,the,1,[22],88412,question,False
visual,ADJ,,visual,1,[23],88412,question,True
range,NOUN,,range,1,[24],88412,question,True
increased,VERB,,increase,1,[25],88412,question,True
by,ADP,,by,1,[26],88412,question,False
using,VERB,,use,1,[27],88412,question,True
the,DET,,the,1,[28],88412,question,False
telescope,NOUN,,telescope,1,[29],88412,question,True
?,PUNCT,,?,0,[30],88412,question,False
The,DET,,the,1,[0],76766,question,False
average,NOUN,,average,1,[1],76766,question,True
of,ADP,,of,1,[2],76766,question,False
integers,NOUN,,integer,1,[4],76766,question,True
is,AUX,,be,1,[5],76766,question,False
",",PUNCT,,",",0,[7],76766,question,False
and,CCONJ,,and,1,[8],76766,question,False
none,NOUN,,none,1,[9],76766,question,True
of,ADP,,of,1,[10],76766,question,False
these,DET,,these,1,[11],76766,question,False
integers,NOUN,,integer,1,[12],76766,question,True
is,AUX,,be,1,[13],76766,question,False
greater,ADJ,,great,1,[14],76766,question,True
than,ADP,,than,1,[15],76766,question,False
.,PUNCT,,.,0,[17],76766,question,False
If,SCONJ,,if,1,[18],76766,question,False
the,DET,,the,1,[19],76766,question,False
average,NOUN,,average,1,[20],76766,question,True
of,ADP,,of,1,[21],76766,question,False
of,ADP,,of,1,[23],76766,question,False
the,DET,,the,1,[24],76766,question,False
integers,NOUN,,integer,1,[25],76766,question,True
is,AUX,,be,1,[26],76766,question,False
",",PUNCT,,",",0,[28],76766,question,False
what,PRON,,what,1,[29],76766,question,False
is,AUX,,be,1,[30],76766,question,False
the,DET,,the,1,[31],76766,question,False
least,ADJ,,least,1,[32],76766,question,True
possible,ADJ,,possible,1,[33],76766,question,True
value,NOUN,,value,1,[34],76766,question,True
of,ADP,,of,1,[35],76766,question,False
of,ADP,,of,1,[37],76766,question,False
the,DET,,the,1,[38],76766,question,False
other,ADJ,,other,1,[39],76766,question,True
integers,NOUN,,integer,1,[41],76766,question,True
?,PUNCT,,?,0,[42],76766,question,False
Find,VERB,,find,1,[0],95459,question,True
the,DET,,the,1,[1],95459,question,False
circumference,NOUN,,circumference,1,[2],95459,question,True
and,CCONJ,,and,1,[3],95459,question,False
area,NOUN,,area,1,[4],95459,question,True
of,ADP,,of,1,[5],95459,question,False
radius,PROPN,,radius,1,[6],95459,question,True
.,PUNCT,,.,0,[9],95459,question,False
of,ADP,,of,1,[2],68778,question,False
oranges,NOUN,,orange,1,[3],68778,question,True
contained,VERB,,contain,1,[4],68778,question,True
of,ADP,,of,1,[7],68778,question,False
water,NOUN,,water,1,[8],68778,question,True
.,PUNCT,,.,0,[9],68778,question,False
If,SCONJ,,if,1,[10],68778,question,False
the,DET,,the,1,[14],68778,question,False
concentration,NOUN,,concentration,1,[15],68778,question,True
of,ADP,,of,1,[16],68778,question,False
water,NOUN,,water,1,[17],68778,question,True
decreased,VERB,,decrease,1,[18],68778,question,True
by,ADP,,by,1,[19],68778,question,False
",",PUNCT,,",",0,[22],68778,question,False
what,PRON,,what,1,[23],68778,question,False
was,AUX,,be,1,[24],68778,question,False
the,DET,,the,1,[25],68778,question,False
new,ADJ,,new,1,[26],68778,question,True
weight,NOUN,,weight,1,[27],68778,question,True
of,ADP,,of,1,[28],68778,question,False
the,DET,,the,1,[29],68778,question,False
oranges,NOUN,,orange,1,[30],68778,question,True
",",PUNCT,,",",0,[31],68778,question,False
in,ADP,,in,1,[32],68778,question,False
kilograms,NOUN,,kilogram,1,[33],68778,question,True
?,PUNCT,,?,0,[34],68778,question,False
Dexter,PROPN,PERSON,Dexter,1,[0],78541,question,True
and,CCONJ,,and,1,[1],78541,question,False
Prexter,PROPN,GPE,Prexter,1,[2],78541,question,True
are,AUX,,be,1,[3],78541,question,False
competing,VERB,,compete,1,[4],78541,question,True
with,ADP,,with,1,[5],78541,question,False
each,DET,,each,1,[6],78541,question,False
other,ADJ,,other,1,[7],78541,question,True
in,ADP,,in,1,[8],78541,question,False
a,DET,,a,1,[9],78541,question,False
friendly,ADJ,,friendly,1,[10],78541,question,True
community,NOUN,,community,1,[11],78541,question,True
competition,NOUN,,competition,1,[12],78541,question,True
in,ADP,,in,1,[13],78541,question,False
a,DET,,a,1,[14],78541,question,False
pool,NOUN,,pool,1,[15],78541,question,True
of,ADP,,of,1,[16],78541,question,False
m,NOUN,,m,1,[18],78541,question,True
length,NOUN,,length,1,[19],78541,question,True
and,CCONJ,,and,1,[20],78541,question,False
the,DET,,the,1,[21],78541,question,False
race,NOUN,,race,1,[22],78541,question,True
is,AUX,,be,1,[23],78541,question,False
for,SCONJ,,for,1,[24],78541,question,False
m. Dexter,NOUN,PERSON,m. Dexter,2,"[26, 27]",78541,question,True
crosses,VERB,,cross,1,[28],78541,question,True
m,NOUN,,m,1,[30],78541,question,True
in,ADP,,in,1,[31],78541,question,False
min,NOUN,,min,1,[33],78541,question,True
and,CCONJ,,and,1,[34],78541,question,False
Prexter,PROPN,GPE,Prexter,1,[35],78541,question,True
in,ADP,,in,1,[36],78541,question,False
min,NOUN,,min,1,[38],78541,question,True
sec,PROPN,ORG,sec,1,[40],78541,question,True
.,PUNCT,,.,0,[41],78541,question,False
Each,DET,,each,1,[42],78541,question,False
time,NOUN,,time,1,[43],78541,question,True
they,PRON,,they,1,[44],78541,question,False
meet,VERB,,meet,1,[45],78541,question,True
/,SYM,,/,1,[46],78541,question,False
cross,VERB,,cross,1,[47],78541,question,True
each,DET,,each,1,[48],78541,question,False
other,ADJ,,other,1,[49],78541,question,True
",",PUNCT,,",",0,[50],78541,question,False
they,PRON,,they,1,[51],78541,question,False
do,AUX,,do,1,[52],78541,question,False
handshake,VERB,,handshake,1,[53],78541,question,True
's,PART,,'s,1,[54],78541,question,False
.,PUNCT,,.,0,[55],78541,question,False
How,SCONJ,,how,1,[56],78541,question,False
many,ADJ,,many,1,[57],78541,question,True
such,ADJ,,such,1,[58],78541,question,True
handshake,NOUN,,handshake,1,[59],78541,question,True
's,PART,,'s,1,[60],78541,question,False
will,AUX,,will,1,[61],78541,question,False
happen,VERB,,happen,1,[62],78541,question,True
if,SCONJ,,if,1,[63],78541,question,False
they,PRON,,they,1,[64],78541,question,False
start,VERB,,start,1,[65],78541,question,True
from,ADP,,from,1,[66],78541,question,False
the,DET,,the,1,[67],78541,question,False
same,ADJ,,same,1,[68],78541,question,True
end,NOUN,,end,1,[69],78541,question,True
at,ADP,,at,1,[70],78541,question,False
the,DET,,the,1,[71],78541,question,False
same,ADJ,,same,1,[72],78541,question,True
time,NOUN,,time,1,[73],78541,question,True
?,PUNCT,,?,0,[74],78541,question,False
If,SCONJ,,if,1,[0],42761,question,False
x,SYM,,x,1,[1],42761,question,False
is,AUX,,be,1,[2],42761,question,False
an,DET,,an,1,[3],42761,question,False
odd,ADJ,,odd,1,[4],42761,question,True
integer,NOUN,,integer,1,[5],42761,question,True
and,CCONJ,,and,1,[6],42761,question,False
y,PROPN,,y,1,[7],42761,question,True
and,CCONJ,,and,1,[8],42761,question,False
z,PROPN,,z,1,[9],42761,question,True
are,AUX,,be,1,[10],42761,question,False
even,ADV,,even,1,[11],42761,question,True
integers,NOUN,,integer,1,[12],42761,question,True
",",PUNCT,,",",0,[13],42761,question,False
which,PRON,,which,1,[14],42761,question,False
of,ADP,,of,1,[15],42761,question,False
the,DET,,the,1,[16],42761,question,False
following,VERB,,follow,1,[17],42761,question,True
CANNOT,PROPN,,CANNOT,1,[18],42761,question,True
be,AUX,,be,1,[19],42761,question,False
an,DET,,an,1,[20],42761,question,False
integer,NOUN,,integer,1,[21],42761,question,True
?,PUNCT,,?,0,[22],42761,question,False
If,SCONJ,,if,1,[0],45337,question,False
the,DET,,the,1,[1],45337,question,False
digits,NOUN,,digit,1,[2],45337,question,True
in,ADP,,in,1,[4],45337,question,False
the,DET,,the,1,[5],45337,question,False
decimal,ADJ,,decimal,1,[6],45337,question,True
0.00035,NUM,GPE,0.00035,1,[7],45337,question,True
repeat,NOUN,,repeat,1,[8],45337,question,True
indefinitely,ADV,,indefinitely,1,[9],45337,question,True
",",PUNCT,,",",0,[10],45337,question,False
what,PRON,,what,1,[11],45337,question,False
is,AUX,,be,1,[12],45337,question,False
the,DET,,the,1,[13],45337,question,False
value,NOUN,,value,1,[14],45337,question,True
of,ADP,,of,1,[15],45337,question,False
(,PUNCT,,(,0,[16],45337,question,False
^,NUM,,^,1,[20],45337,question,False
3)(0.00035,NUM,GPE,3)(0.00035,1,[21],45337,question,True
),PUNCT,,),0,[22],45337,question,False
?,PUNCT,,?,0,[23],45337,question,False
The,DET,,the,1,[0],8200,question,False
ratio,NOUN,,ratio,1,[1],8200,question,True
of,ADP,,of,1,[2],8200,question,False
the,DET,,the,1,[3],8200,question,False
number,NOUN,,number,1,[4],8200,question,True
of,ADP,,of,1,[5],8200,question,False
ladies,NOUN,,lady,1,[6],8200,question,True
to,ADP,,to,1,[7],8200,question,False
gents,NOUN,,gent,1,[8],8200,question,True
at,ADP,,at,1,[9],8200,question,False
a,DET,,a,1,[10],8200,question,False
party,NOUN,,party,1,[11],8200,question,True
was,AUX,,be,1,[12],8200,question,False
but,CCONJ,,but,1,[14],8200,question,False
when,SCONJ,,when,1,[15],8200,question,False
ladies,NOUN,,lady,1,[17],8200,question,True
and,CCONJ,,and,1,[18],8200,question,False
gents,NOUN,,gent,1,[20],8200,question,True
left,VERB,,leave,1,[21],8200,question,True
",",PUNCT,,",",0,[22],8200,question,False
the,DET,,the,1,[23],8200,question,False
ratio,NOUN,,ratio,1,[24],8200,question,True
became,VERB,,become,1,[25],8200,question,True
.,PUNCT,,.,0,[27],8200,question,False
How,SCONJ,,how,1,[28],8200,question,False
many,ADJ,,many,1,[29],8200,question,True
people,NOUN,,people,1,[30],8200,question,True
were,AUX,,be,1,[31],8200,question,False
at,ADP,,at,1,[32],8200,question,False
the,DET,,the,1,[33],8200,question,False
party,NOUN,,party,1,[34],8200,question,True
originally,ADV,,originally,1,[35],8200,question,True
?,PUNCT,,?,0,[36],8200,question,False
When,SCONJ,,when,1,[0],15831,question,False
a,DET,,a,1,[1],15831,question,False
number,NOUN,,number,1,[2],15831,question,True
is,AUX,,be,1,[3],15831,question,False
divided,VERB,,divide,1,[4],15831,question,True
by,ADP,,by,1,[5],15831,question,False
6 &,NUM,MONEY,6 &,2,"[6, 7]",15831,question,True
then,ADV,,then,1,[8],15831,question,True
multiply,NOUN,,multiply,1,[9],15831,question,True
by,ADP,,by,1,[10],15831,question,False
the,DET,,the,1,[12],15831,question,False
answer,NOUN,,answer,1,[13],15831,question,True
is,AUX,,be,1,[14],15831,question,False
what,PRON,,what,1,[16],15831,question,False
is,AUX,,be,1,[17],15831,question,False
the,DET,,the,1,[18],15831,question,False
no,NOUN,,no,1,[19],15831,question,True
.,PUNCT,,.,0,[20],15831,question,False
?,PUNCT,,?,0,[21],15831,question,False
The,DET,,the,1,[0],13263,question,False
positive,ADJ,,positive,1,[1],13263,question,True
difference,NOUN,,difference,1,[2],13263,question,True
between,ADP,,between,1,[3],13263,question,False
Sam,PROPN,PERSON,Sam,1,[4],13263,question,True
and,CCONJ,,and,1,[5],13263,question,False
Lucy,PROPN,PERSON,Lucy,1,[6],13263,question,True
’s,PART,,’s,1,[7],13263,question,False
ages,NOUN,,age,1,[8],13263,question,True
is,AUX,,be,1,[9],13263,question,False
b,NUM,,b,1,[10],13263,question,False
",",PUNCT,,",",0,[11],13263,question,False
and,CCONJ,,and,1,[12],13263,question,False
the,DET,,the,1,[13],13263,question,False
sum,NOUN,,sum,1,[14],13263,question,True
of,ADP,,of,1,[15],13263,question,False
their,PRON,,their,1,[16],13263,question,False
ages,NOUN,,age,1,[17],13263,question,True
is,AUX,,be,1,[18],13263,question,False
x.,PUNCT,,x.,0,[19],13263,question,False
If,SCONJ,,if,1,[20],13263,question,False
Lucy,PROPN,PERSON,Lucy,1,[21],13263,question,True
is,AUX,,be,1,[22],13263,question,False
older,ADJ,,old,1,[23],13263,question,True
than,ADP,,than,1,[24],13263,question,False
Sam,PROPN,PERSON,Sam,1,[25],13263,question,True
",",PUNCT,,",",0,[26],13263,question,False
then,ADV,,then,1,[27],13263,question,True
which,PRON,,which,1,[28],13263,question,False
of,ADP,,of,1,[29],13263,question,False
the,DET,,the,1,[30],13263,question,False
following,NOUN,,following,1,[31],13263,question,True
represents,VERB,,represent,1,[32],13263,question,True
Lucy,PROPN,PERSON,Lucy,1,[33],13263,question,True
’s,PART,,’s,1,[34],13263,question,False
age,NOUN,,age,1,[35],13263,question,True
?,PUNCT,,?,0,[36],13263,question,False
goods,NOUN,,good,1,[1],92826,question,True
train,VERB,,train,1,[2],92826,question,True
each,DET,,each,1,[3],92826,question,False
m,NOUN,,m,1,[5],92826,question,True
long,ADJ,,long,1,[6],92826,question,True
are,AUX,,be,1,[7],92826,question,False
running,VERB,,run,1,[8],92826,question,True
in,ADP,,in,1,[9],92826,question,False
opposite,ADJ,,opposite,1,[10],92826,question,True
directions,NOUN,,direction,1,[11],92826,question,True
so,ADV,,so,1,[12],92826,question,True
parallel,ADJ,,parallel,1,[13],92826,question,True
tracks,NOUN,,track,1,[14],92826,question,True
.,PUNCT,,.,0,[15],92826,question,False
Their,PRON,,their,1,[16],92826,question,False
speeds,NOUN,,speed,1,[17],92826,question,True
are,AUX,,be,1,[18],92826,question,False
and,CCONJ,,and,1,[21],92826,question,False
respectively,ADV,,respectively,1,[24],92826,question,True
.,PUNCT,,.,0,[25],92826,question,False
Find,VERB,,find,1,[26],92826,question,True
the,DET,,the,1,[27],92826,question,False
time,NOUN,,time,1,[28],92826,question,True
taken,VERB,,take,1,[29],92826,question,True
by,ADP,,by,1,[30],92826,question,False
the,DET,,the,1,[31],92826,question,False
slower,ADJ,,slow,1,[32],92826,question,True
train,NOUN,,train,1,[33],92826,question,True
to,PART,,to,1,[34],92826,question,False
pass,VERB,,pass,1,[35],92826,question,True
the,DET,,the,1,[36],92826,question,False
driver,NOUN,,driver,1,[37],92826,question,True
of,ADP,,of,1,[38],92826,question,False
the,DET,,the,1,[39],92826,question,False
one,NUM,,one,1,[41],92826,question,False
Pipes,NOUN,,pipe,1,[0],1901,question,True
A,PROPN,,A,1,[1],1901,question,True
and,CCONJ,,and,1,[2],1901,question,False
B,NOUN,,b,1,[3],1901,question,True
