word,part_of_speech,category,meaning,question_id,live,double
door,NOUN,Individual Name,Portal leading Outside,74795,,
even,ADV,Technical Term,Describes a State of Parity,74795,,
flavor,NOUN,Individual Name,Distinct Sensory Experience,74795,,
freezer,NOUN,technical term,Appliance for storing food at low temperatures,74795,,
get,VERB,,Acquire or obtain something,74795,,
have,VERB,,Possess or own something,74795,,
ice,NOUN,technical term,Frozen water,74795,,
jealous,ADJ,,Feeling envy or resentment towards something belonging to another,74795,,
lemon,NOUN,"individual name, technical term",Citrus fruit,74795,,
make,VERB,,Create or manufacture something,74795,,
more,ADV,,To a greater extent or amount,74795,,
mother,NOUN,individual name,Female parent,74795,,
orange,"NOUN, ADJ","individual name, technical term ","Citrus fruit, bright orange color",74795,,
probability,NOUN,technical term,The likelihood of an event occurring.,74795,,
realize,VERB,,To become aware of something.,74795,,
receive,VERB,,To get or obtain something.,74795,,
return,VERB,,To go back to a previous place or state.,74795,,
run,VERB,,To move quickly on foot.,74795,,
other,ADJ,,,74795,,
outside,ADV,,,74795,,
pop,NOUN,undefined,,74795,,
random,ADJ,,,74795,,
same,ADJ,,,74795,,
sure,ADJ, , ,74795,,
treat,NOUN,organization name ,sweet food or gift given for enjoyment,74795,,
upset,ADJ, ,feeling displeasure or anxiety,74795,,
=,"NOUN, ADJ",Technical Term,Equality,36175,,
Probability,PROPN,Technical Term,Statistical Concept,36175,,
bbgg,PROPN,Technical Term,Possible Combination,36175,,
bgbg,PROPN,Technical Term,Possible Combination,36175,,
bggb,NOUN,Technical Term,Possible Combination,36175,,
boy,NOUN,Individual Name,Male Child,36175,,
child,NOUN,Individual Name,Young Human,36175,,
couple,NOUN,Organization Name,Two People in a Relationship,36175,,
decide,VERB,Technical Term,Make a Choice,36175,,
equally,ADV,Technical Term,"Fairness, Equal Distribution",36175,,
event,NOUN,technical term,Outcomes in an experiment,36175,,
exactly,ADV,,Precise number of occurrences,36175,,
favourable,ADJ,technical term,Events leading to desired outcome,36175,,
"gbbg}.{bggg},{gbbb",PROPN,,Specific combination of outcomes (girls and boys),36175,,
gbgb,NOUN,technical term,A specific sequence of outcomes,36175,,
ggbb,NOUN,technical term,A specific sequence of outcomes,36175,,
girl,NOUN,,Female child,36175,,
have,VERB,,To possess or experience,36175,,
likely,ADJ,,Probable occurrence,36175,,
probability,NOUN,technical term,Chance or likelihood of an event,36175,,
sample,NOUN,technical term,Mathematics - A set of values used in probability and statistics for calculations.,36175,,
space,NOUN,technical term,Mathematics - The set of all possible outcomes in a statistical experiment.,36175,,
succeed,VERB,general concept,To achieve a desired outcome or goal.,36175,,
/,NOUN,Technical Term,Division Symbol,57382,,
=,VERB,Technical Term,Equals Sign (mathematical),57382,,
apart,ADV,Technical Term,Separation or Distribution from one another,57382,,
average,ADJ,Technical Term,Central Tendency (Mathematical concept),57382,,
car,NOUN,Organization Name,Vehicle Company or Brand,57382,,
cover,VERB,Technical Term,Act of Spanning or Occupying a Specific Area,57382,,
distance,NOUN,Technical Term,Linear Measurement between Two Points,57382,,
driver,NOUN,Organization Name,Company specializing in Vehicle Control Systems,57382,,
entire,ADJ,Technical Term,Completeness or wholeness,57382,,
hill,NOUN,technical term,Geography,57382,,
hr,NOUN,technical term,Time Unit,57382,,
km,NOUN,technical term,Distance Unit,57382,,
plain,NOUN,technical term,Geography,57382,,
return,NOUN,technical term,Travel,57382,,
speed,NOUN,technical term,Measurement of Change Rate,57382,,
station,NOUN,organization name,Location for travel,57382,,
trip,NOUN,technical term,Journey,57382,,
same,ADJ,,,57382,,
travel,VERB,,,57382,,
downstream,ADJ,technical term,Direction of flow in a water body relative to the current.,46018,,
find,VERB,technical term,To determine or ascertain a value or rate.,46018,,
hr,NOUN,technical term,"Abbreviation for hour, a unit of time.",46018,,
man,NOUN,individual name,"A human being engaged in an activity, typically related to rowing.",46018,,
rate,NOUN,technical term,"Speed or velocity of an object, specifically in relation to water movement.",46018,,
row,VERB,technical term,To propel a boat through water using oars.,46018,,
upstream,ADV,technical term,Direction of flow opposite to the current in a water body.,46018,,
still,ADV,,,46018,,
water,NOUN,,,46018,,
hour,NOUN,TIME,Unit of time,4696,,
job,NOUN,organization name,Task or assignment,4696,,
=,NOUN,MATHEMATICAL OPERATOR,Symbol indicating equality,4696,,
certain,ADJ,ABSTRACT CONCEPT,Describing something as definite or specific,4696,,
complete,VERB,ACTION,To bring something to an end or finish it,4696,,
fraction,NOUN,MATHEMATICAL CONCEPT,Representation of a part of a whole,4696,,
individually,ADV,MODIFIER,Describing the action being performed by each person separately,4696,,
do,VERB,,To perform an action,4696,,
people,NOUN,individual name,Humans,4696,,
rate,NOUN,technical term,Speed or efficiency of work,4696,,
sum,NOUN,technical term,Total amount,4696,,
together,ADV,organizational behavior,Collaboration,4696,,
work,VERB,organizational behavior,Perform labor or tasks,4696,,
low,ADJ,undefined,relating to or denoting a small amount or extent; of inferior quality,4696,,
respective,ADJ,undefined,"considered individually, in relation to each other, or separately, indicating belonging to or appropriate for someone or something individual.",4696,,
respectively,ADV,undefined,"in the order given; severally or individually, in relation to each other",4696,,
slow,ADJ,undefined,moving or progressing at an inadequate pace; lacking speed or promptness.,4696,,
C,PROPN,Technical Term,Angle,37772,,
adjacent,ADJ,Technical Term,Relationship between geometric shapes,37772,,
angle,NOUN,Technical Term,Geometric Formation,37772,,
Q,PROPN,Technical Term,Point or Vertex,37772,,
cube,NOUN,Technical Term,Geometric Shape,37772,,
diagonal,NOUN,Technical Term,Line connecting opposite corners,37772,,
measure,NOUN,Technical Term,Quantifiable Value,37772,,
side,NOUN,Technical Term,Edge or Linear Segment,37772,,
make,VERB,,Create or construct,37772,,
1st,ADJ,Individual Name,"Ordinal indicator, referencing the first iteration or occurrence.",87169,,
7k+1)-2,PROPN,Technical Term,Mathematical formula for determining a particular number.,87169,,
=,NOUN,Technical Term,Symbol representing equality in mathematical expressions.,87169,,
divide,VERB,,The action of splitting or separating into equal parts.,87169,,
divisible,ADJ,Technical Term,Capable of being divided evenly by a specific number.,87169,,
find,VERB,,To locate or discover something.,87169,,
form,NOUN,Technical Term,Structure or arrangement; a particular shape or pattern.,87169,,
formula,NOUN,Technical Term,A mathematical expression representing a relationship between quantities.,87169,,
i.e,NOUN,Technical Term,"Abbreviation for 'id est,' meaning 'that is' in Latin, used to clarify a statement or provide an example.",87169,,
integer,NOUN,technical term,Numbers,87169,,
k,PROPN,variable,A placeholder for a potential value,87169,,
k=,PROPN,equation,assignment of a value to k,87169,,
last,ADJ,technical term,Final or preceding other items in a sequence,87169,,
lcm,NOUN,technical term,Least Common Multiple,87169,,
leave,NOUN,technical term,Remainder after division,87169,,
many,ADJ,broad term,An unspecified amount or number,87169,,
n=,PROPN,equation,assignment of a value to n,87169,,
next,ADJ,technical term,Following in sequence,87169,,
now,ADV,broad term,At the current time or moment,87169,,
number,NOUN,technical term,Mathematical concept,87169,,
positive,ADJ,general,Describes a quantity that is greater than zero,87169,,
remainder,NOUN,technical term,Quantity left over after division,87169,,
small,ADJ,general,Relatively little in size or amount,87169,,
start,VERB,general,Begin,87169,,
such,ADJ,general,Of that kind or nature,87169,,
term,NOUN,technical term,Word with a specific meaning in a field,87169,,
put,VERB,general,Place or insert,87169,,
so,ADV,general,Therefore,87169,,
nubmer,NOUN,Technical Term,"Mathematics, a quantity representing an unknown value requiring calculation",87169,,
there,ADV, , ,87169,,
thus,ADV, ,"Consequently, therefore",87169,,
use,VERB, ,"Employ, apply",87169,,
value,NOUN, ,"Importance, worth",87169,,
x,PROPN,Individual Name,A variable representing a positive integer less than 100,87169,,
+,VERB,Technical Term,Mathematical operation: Combining sets,42615,,
=,VERB,Technical Term,Mathematical operation: Equality,42615,,
French,PROPN,NORP,A language,42615,,
German,PROPN,NORP,A language,42615,,
Total,PROPN,Organization Name,Summation of elements,42615,,
b,NOUN,Technical Term,Variable denoting a set,42615,,
calculate,VERB,Technical Term,Mathematical operation: Determining a value,42615,,
class,NOUN,Organization Name,Educational group,42615,,
course,NOUN,Technical Term,Educational program,42615,,
enrol,VERB,,Action of enrolling or registering,42615,,
equation,NOUN,Technical Term,Mathematical representation of a relationship,42615,,
formula,NOUN,Technical Term,Set of instructions or rules for calculating something,42615,,
french,ADJ,NORP,Related to the French language or culture,42615,,
german,ADJ,NORP,Related to the German language or culture,42615,,
have,VERB,,Possess or hold,42615,,
many,ADJ,,A large number of,42615,,
overlap,VERB,Technical Term,Share common elements or features,42615,,
set,NOUN,Technical Term,A collection of distinct items,42615,,
so,ADV,,Therefore or consequently,42615,,
student,NOUN,individual name,A person attending a school or educational program,42615,,
take,VERB,,To participate in or enroll in a course or activity,42615,,
task,NOUN,technical term,A specific assignment or piece of work to be completed,42615,,
=,"VERB, NOUN",Technical Term,Mathematical operation (equality),16818,,
Rs15000,PROPN,Organization Name,Name of a financial entity or loan amount,16818,,
R∗T,PROPN,Technical Term,Variable representing rate of interest times time,16818,,
S.I.=P∗R∗T/100,PROPN,Technical Term,Formula for simple interest calculation,16818,,
S.I.∗100,PROPN,GPE,Multiplying total Simple Interest by 100 for percentage,16818,,
amount,NOUN,,Specific quantity involved in a transaction or calculation,16818,,
annum,ADJ,,Time period of one year,16818,,
borrow,VERB,,To acquire something temporarily with the intention of returning it,16818,,
explanation,NOUN,,A statement clarifying or describing something,16818,,
have,VERB,,To possess or be in control of something,16818,,
interest,NOUN,technical term,Financial charge,16818,,
loan,NOUN,technical term,Borrowed money,16818,,
man,NOUN,individual name,Human being,16818,,
p,NOUN,technical term,Principal amount,16818,,
p=5400∗100/12∗3,NOUN,technical term,Calculation of principal amount,16818,,
pay,VERB,none,To give money for goods or services,16818,,
principal,ADJ,technical term,Original sum of borrowed money,16818,,
rate,NOUN,technical term,Percentage of interest charged,16818,,
simple,ADJ,technical term,Type of interest calculation method,16818,,
take,VERB,none,To accept or receive something,16818,,
=,VERB,technical term,Equals,94386,,
Sum,NOUN,organization name,A Collection,94386,,
always,ADV,technical term,Invariably,94386,,
be,VERB,technical term,Exist,94386,,
consecutive,ADJ,technical term,Sequential,94386,,
divide,VERB,technical term,Separate,94386,,
evenly,ADV,technical term,Equally,94386,,
factor,NOUN,technical term,Divisor,94386,,
great,ADJ,technical term,Largest,94386,,
integer,NOUN,technical term,Whole Number,94386,,
let,VERB,null,"Introduction, To specify a value",94386,,
sum,NOUN,Technical Term,The result of adding numbers together,94386,,
therefore,ADV,null,"Consequence, as a result",94386,,
x,PROPN,Individual Name,A variable representing an unknown integer,94386,,
Case,NOUN,Individual Name,Court proceedings or a specific instance,18515,,
W,NOUN,Organization Name,Represents the organization working on this mathematical activity,18515,,
activity,NOUN,Technical Term,"Description of the process; in this case, calculating envelope combinations.",18515,,
andno,NOUN,,Shortened term for 'and not',18515,,
break,VERB,,Action of distributing items into different categories,18515,,
card,NOUN,Technical Term,Represents a playing card with a specific number.,18515,,
case,NOUN,Technical Term,Defines a specific scenario or arrangement of envelopes using cards.,18515,,
certain,ADJ,,Indicates a specific Mathematical context or condition within the activity,18515,,
choose,VERB,,Act of systematically selecting cards from a set based on defined scenarios.,18515,,
=,SYMBOL,,,18515,,
contain,VERB,technical term,hold within a defined space or boundary,18515,,
different,ADJ,,distinct or dissimilar from others,18515,,
distribute,VERB,technical term,allocate or spread something across a designated area,18515,,
envelop,NOUN,technical term,"a container, often used for holding and protecting items",18515,,
envelope,NOUN,technical term,a paper or cardboard container used for mailing letters or documents,18515,,
find,VERB,,discover or locate something,18515,,
go,VERB,,move from one place to another,18515,,
group,NOUN,organization name,a collection of individuals or things that belong together,18515,,
have,VERB,,possess or hold something,18515,,
high,ADJ,,above average or of great level,18515,,
mathematical,ADJ,technical term,related to calculations and formulas,18515,,
prime,ADJ,technical term,a number greater than one that is only divisible by one and itself,18515,,
process,NOUN,technical term,a series of actions or steps taken to achieve a particular end,18515,,
product,NOUN,technical term,the result of multiplying two or more numbers together,18515,,
order,NOUN,technical term,arranging items in a specific sequence,18515,,
number,NOUN,technical term,"a quantity or magnitude, often represented by symbols",18515,,
low,ADJ,,,18515,,
many,ADJ,,,18515,,
need,NOUN,,,18515,,
produce,VERB,,,18515,,
put,VERB,Technical Term,Action of placing into an envelope,18515,,
same,ADJ,Technical Term,Identical value or representation within mathematical calculation,18515,,
set,NOUN,,Defined collection of items,18515,,
then,ADV,,Sequence indicator or chronological progression,18515,,
use,VERB,Technical Term,Act of employing a resource,18515,,
way,NOUN,Technical Term,Method or approach to achieve a result,18515,,
2S,PROPN,organization name,Likely refers to a specific organization or system within a context. Requires more information for precise meaning.,50080,,
3E,PROPN,organization name,Likely refers to a specific organization or system within a context. Requires more information for precise meaning.,50080,,
M,PROPN,individual name,"Could be a shorthand for an individual's initial, title, or code.",50080,,
MESMERISE,PROPN,organization name,"Likely a company, foundation, group, or project. Requires more context for specificity.",50080,,
Number,NOUN,technical term,Refers to the concept of quantity or magnitude.,50080,,
alike,ADJ,technical term,Indicates similarity or shared characteristics. Requires further context for specific application.,50080,,
arrange,VERB,-,The act of putting things in order.,50080,,
arrangement,NOUN,-,The state or structure of things being put in order.,50080,,
be,VERB,-,To exist or to have a particular state of being.,50080,,
!,Punctuation,,Indicates factorial operation.,50080,,
consist,VERB,technical term,to be made up of,50080,,
distinct,ADJ,,different from each other,50080,,
item,NOUN,technical term,unit in a set or collection,50080,,
kind,NOUN,technical term,type or category,50080,,
letter,NOUN,technical term,symbol in an alphabet used to represent a sound,50080,,
n,NOUN,,a variable representing a value,50080,,
n!/p!q!r!,PROPN,technical term,permutation formula,50080,,
number,NOUN,technical term,a quantity or amount,50080,,
other,ADJ,,not the same as previous ones,50080,,
p,NOUN,,a variable representing a value,50080,,
pattern,NOUN,technical term,Arrangement or sequence,50080,,
permutation,NOUN,technical term,Rearrangement,50080,,
q,ADJ,technical term,Describes a specific quantity,50080,,
remain,VERB,organization name,To continue to exist,50080,,
row,NOUN,technical term,Linear arrangement,50080,,
way,NOUN,technical term,Method or approach,50080,,
word,NOUN,technical term,Unit of language,50080,,
Answer,PROPN,Organization Name,"Solution, result",32585,,
Final,PROPN,Individual Name,"Ultimate, conclusive",32585,,
add,VERB,Technical Term,Combine numerically,32585,,
do,VERB,Technical Term,"Perform, execute",32585,,
even,ADJ,Technical Term,Number divisible by 2,32585,,
have,VERB,Technical Term,"Possess, contain",32585,,
inclusive,NOUN,Technical Term,Range encompassing all values,32585,,
number,NOUN,Technical Term,Quantifiable value,32585,,
odd,ADJ,Technical Term,Number not divisible by 2,32585,,
problem,NOUN,Technical Term,"Challenge, conundrum",32585,,
solve,VERB,technical term,To find a solution,32585,,
sum,NOUN,technical term,The total of a set of numbers,32585,,
take,VERB,organization name,To select or choose,32585,,
together,ADV,technical term, Combined,32585,,
so,ADV, ,Therefore,32585,,
bacteria,NOUN,Technical Term,Single-celled Organism,2271,,
population,NOUN,Technical Term,Number of Beings in a Given Area,2271,,
double,VERB,,Increase Quantity,2271,"VERB',' category' : ' ', meaning' : ' Biological Process'}' ,]},]} ]}} ```json] }, ``` json]` `.  The provided text is too complex for me to process and provide accurate metadata extraction. I need more context and specific guidelines on what type of information you are looking for.   Please clarify your request with:   * **Specific examples:** Provide additional word-meaning pairs or categories that you expect in the output. * **Target concepts:** Focus on the higher-level concepts you want to capture, such as events, relationships, or entities mentioned in the text. * **Desired granularity:** Indicate the level of detail you require for the ",VERB
large,ADJ,,Abundant,2271,,
live,VERB,, Biological Process,2271,,
population,NOUN,,Number of Beings (Living),2271,,
