lemma,word,part_of_speech,category,meaning,question_id,code
s=45,s=45,PROPN,,,92826,r023
+,+,NOUN,,,92826,r001
m,m,PROPN,,,92826,r013
s,s,PROPN,,,92826,r022
time,time,NOUN,,,92826,r029
=,=,NOUN,,,92826,r003
dist,dist,NOUN,,,92826,r007
speed,speed,NOUN,,,92826,r027
=(,=(,PROPN,,,92826,r004
6)/125=24,6)/125=24,NOUN,,,92826,r002
sec,sec,PROPN,ORG,,92826,r024
=,=,NOUN,,,1901,r002
explanation,Explanation,NOUN,,,26895,r015
solution,Solution,NOUN,,,26895,r029
remain,Remaining,VERB,,,26895,r027
work,work,NOUN,,,26895,r032
=,=,NOUN,,,26895,r004
=,=,VERB,,,26895,r004
remain,remaining,VERB,,,26895,r027
period,period,NOUN,,,26895,r025
=(,=(,PROPN,,,26895,r005
let,Let,VERB,,,26895,r020
total,total,ADJ,,,26895,r031
man,men,NOUN,,,26895,r021
work,working,VERB,,,26895,r032
x.,x.,PROPN,,,26895,r034
Less,Less,ADJ,,,26895,r008
work,work,NOUN,,,26895,r032
less,less,ADJ,,,26895,r019
man,men,NOUN,,,26895,r021
direct,Direct,ADJ,,,26895,r013
proportion,proportion,NOUN,,,26895,r026
more,more,ADJ,,,26895,r023
man,men,NOUN,,,26895,r021
indirect,Indirect,ADJ,,,26895,r018
proportion,proportion,NOUN,,,26895,r026
more,More,ADV,,,26895,r023
hrs,hrs,ADJ,,,26895,r017
day,day,NOUN,,,26895,r012
less,less,ADJ,,,26895,r019
man,men,NOUN,,,26895,r021
indirect,Indirect,ADJ,,,26895,r018
proportion,proportion,NOUN,,,26895,r026
work,work,VERB,,,26895,r032
Hrs,Hrs,PROPN,,,26895,r007
Day,Day,PROPN,,,26895,r006
*,*,PROPN,,,26895,r001
x,x,NOUN,,,26895,r033
=,=,NOUN,,,26895,r004
=,=,NOUN,,,26895,r004
additional,Additional,ADJ,,,26895,r009
man,men,NOUN,,,26895,r021
employ,employed,VERB,,,26895,r014
=,=,NOUN,,,26895,r004
Jill,Jill,PROPN,PERSON,,56787,r005
earn,earns,VERB,,,56787,r011
4 dollar,4 dollars,NUM,MONEY,,56787,r001
hour,hour,NOUN,,,56787,r012
hourly,hourly,ADJ,,,56787,r013
tip,tip,NOUN,,,56787,r022
Jill,Jill,PROPN,PERSON,,56787,r005
thus,thus,ADV,,,56787,r021
earn,earns,VERB,,,56787,r011
day(or,day(or,NOUN,,,56787,r008
4(8)+6(8)=10(8)=80,4(8)+6(8)=10(8)=80,NOUN,,,56787,r002
Jill,Jill,PROPN,PERSON,,56787,r005
work,worked,VERB,,,56787,r025
days ->,days ->,NOUN,,,56787,r009
explanation,Explanation,NOUN,,,29285,r003
boy,boy,NOUN,,,29285,r001
select,select,VERB,,,29285,r007
trouser,trouser,NOUN,,,29285,r009
way,ways,NOUN,,,29285,r010
boy,boy,NOUN,,,29285,r001
select,select,VERB,,,29285,r007
shirt,shirt,NOUN,,,29285,r008
way,ways,NOUN,,,29285,r010
number,number,NOUN,,,29285,r006
way,ways,NOUN,,,29285,r010
select,select,VERB,,,29285,r007
trouser,trouser,NOUN,,,29285,r009
shirt,shirt,NOUN,,,29285,r008
way,ways,NOUN,,,29285,r010
G.P,G.P,PROPN,,,46134,r002
r,r,NOUN,,,46134,r009
=,=,NOUN,,,46134,r001
let,Let,VERB,,,46134,r004
number,number,NOUN,,,46134,r008
term,terms,NOUN,,,46134,r010
n.,n.,PROPN,,,46134,r006
then,Then,ADV,,,46134,r011
^n-1,^n-1,NOUN,,,46134,r003
thus,Thus,ADV,,,46134,r013
n=,n=,NOUN,,,46134,r007
linear,linear,ADJ,ORG,,57548,r013
eqn,eqn,NOUN,,,57548,r011
variable,variable,NOUN,,,57548,r020
Ist,Ist,PROPN,LOC,,57548,r006
eqn,eqn,NOUN,,,57548,r011
+,+,ADJ,,,57548,r001
y,y,PROPN,,,57548,r022
=,=,NOUN,,,57548,r005
solving,solving,NOUN,,,57548,r018
right,right,ADJ,,,57548,r017
answer,answer,NOUN,,,57548,r008
y,y,PROPN,,,57548,r022
=,=,NOUN,,,57548,r005
wrong,wrong,ADJ,,,57548,r021
answer,answer,NOUN,,,57548,r008
say,Say,VERB,,,63741,r013
be,are,VERB,,,63741,r004
total,total,ADJ,,,63741,r015
member,members,NOUN,,,63741,r008
congress,congress,PROPN,ORG,,63741,r005
thus,Thus,ADV,,,63741,r014
Democrats,Democrats,PROPN,NORP,,63741,r002
Republicans,Republicans,PROPN,NORP,,63741,r003
Democrats,Democrats,PROPN,NORP,,63741,r002
expect,expected,VERB,,,63741,r006
vote,vote,VERB,,,63741,r016
new,new,ADJ,,,63741,r009
law,law,NOUN,,,63741,r007
0.20=9,0.20=9,NOUN,,,63741,r001
Republicans,Republicans,PROPN,NORP,,63741,r003
expect,expected,VERB,,,63741,r006
vote,vote,VERB,,,63741,r016
new,new,ADJ,,,63741,r009
law,law,NOUN,,,63741,r007
thus,Thus,ADV,,,63741,r014
total,total,NOUN,,,63741,r015
member,members,NOUN,,,63741,r008
expect,expected,VERB,,,63741,r006
vote,vote,VERB,,,63741,r016
new,new,ADJ,,,63741,r009
law,law,NOUN,,,63741,r007
total,total,ADJ,,,63741,r015
number,number,NOUN,,,63741,r010
congress,congress,PROPN,ORG,,63741,r005
member,members,NOUN,,,63741,r008
suppose,Suppose,VERB,,,48976,r022
average,average,ADJ,,,48976,r004
join,join,VERB,,,48976,r015
mess,mess,NOUN,,,48976,r016
total,total,ADJ,,,48976,r025
expenditure,expenditure,NOUN,,,48976,r008
=,=,VERB,,,48976,r002
average,average,ADJ,,,48976,r004
expenditure,expenditure,NOUN,,,48976,r008
=,=,NOUN,,,48976,r002
=,=,NOUN,,,48976,r002
thus,Thus,ADV,,,48976,r024
original,original,ADJ,,,48976,r018
expenditure,expenditure,NOUN,,,48976,r008
mess,mess,NOUN,,,48976,r016
=,=,NOUN,,,48976,r002
therefore x-1,Therefore x-1,ADV,WORK_OF_ART,,48976,r023
=,=,PROPN,,,48976,r002
hence,hence,ADV,,,48976,r012
r,Rs,NOUN,NORP,,48976,r019
question,question,NOUN,,,15230,r016
deal,dealt,VERB,,,15230,r005
conceptually,conceptually,ADV,,,15230,r004
test,TESTing,VERB,,,15230,r022
VALUES,VALUES,PROPN,,,15230,r002
tell,told,VERB,,,15230,r020
numerator,numerator,NOUN,,,15230,r012
fraction,fraction,NOUN,,,15230,r009
q,Q,NOUN,,,15230,r015
triple,tripled,VERB,,,15230,r023
denominator,denominator,NOUN,,,15230,r006
same,same,ADJ,,,15230,r019
fraction,fraction,NOUN,,,15230,r009
double,doubled,VERB,,,15230,r007
ask,asked,VERB,,,15230,r003
result,resulting,VERB,,,15230,r018
increase,increase,NOUN,,,15230,r010
percentage,percentage,NOUN,,,15230,r014
term,terms,NOUN,,,15230,r021
fraction,fraction,NOUN,,,15230,r009
let,Let,VERB,,,15230,r011
test,TEST,VERB,,,15230,r022
triple,triple,VERB,,,15230,r023
numerator,numerator,NOUN,,,15230,r012
denominator,denominator,NOUN,,,15230,r006
end,end,VERB,,,15230,r008
=,=,VERB,,,15230,r001
increase,increasing,VERB,,,15230,r010
increase,increasing,VERB,,,15230,r010
fraction,fraction,NOUN,,,15230,r009
let,Let,VERB,,,16288,r020
A,A,PROPN,,,16288,r004
B,B,PROPN,,,16288,r006
C,C,PROPN,,,16288,r007
represent,represent,VERB,,,16288,r021
respective,respective,ADJ,,,16288,r022
age,age,NOUN,,,16288,r009
then,Then,ADV,,,16288,r023
have,have,VERB,,,16288,r016
+,+,PROPN,,,16288,r001
B,B,PROPN,,,16288,r006
c,C,NOUN,,,16288,r014
=,=,PROPN,,,16288,r003
=,=,VERB,,,16288,r003
i,i,NOUN,,,16288,r017
+,+,PROPN,,,16288,r001
b,B,NOUN,,,16288,r013
=,=,PROPN,,,16288,r003
=,=,VERB,,,16288,r003
ii,ii,PROPN,,,16288,r018
B,B,PROPN,,,16288,r006
+,+,PROPN,,,16288,r001
c,C,NOUN,,,16288,r014
=,=,PROPN,,,16288,r003
=,=,NOUN,,,16288,r003
iii,iii,PROPN,,,16288,r019
Adding,Adding,PROPN,,,16288,r005
ii,ii,PROPN,,,16288,r018
iii,iii,PROPN,,,16288,r019
get,get,VERB,,,16288,r015
+,+,ADJ,,,16288,r001
2b,2B,NOUN,,,16288,r002
+,+,ADJ,,,16288,r001
c,C,NOUN,,,16288,r014
Subtracting,Subtracting,PROPN,,,16288,r008
i,i,NOUN,,,16288,r017
get,get,VERB,,,16288,r015
b,B,NOUN,,,16288,r013
=,=,NOUN,,,16288,r003
B,B,PROPN,,,16288,r006
age=,age=,NOUN,,,16288,r010
ago-,ago-,ADV,,,2271,r003
ago-,ago-,PROPN,,,2271,r003
ago-,ago-,NOUN,,,2271,r003
ago-,ago-,PROPN,,,2271,r003
ago-,ago-,NOUN,,,2271,r003
ago-,ago-,NOUN,,,2271,r003
Yesterday-,Yesterday-,NOUN,,,2271,r002
Today-,Today-,NOUN,,,2271,r001
Sum,Sum,PROPN,,,68521,r002
prime,prime,NOUN,,,68521,r006
no,no,NOUN,,,68521,r004
average,Average,ADJ,,,68521,r003
=,=,NOUN,,,68521,r001
explanation,Explanation,NOUN,,,27660,r005
let simple Interest,Let Simple Interest,VERB,ORG,,27660,r007
Rs.150,Rs.150,PROPN,,,27660,r004
=,=,ADJ,,,27660,r002
simple Interest,Simple Interest,ADJ,ORG,,27660,r012
rs.400,Rs.400,NOUN,,,27660,r010
year,years,NOUN,,,27660,r013
ago-,ago-,ADV,,,70084,r003
ago-,ago-,PROPN,,,70084,r003
ago-,ago-,NOUN,,,70084,r003
ago-,ago-,PROPN,,,70084,r003
ago-,ago-,NOUN,,,70084,r003
ago-,ago-,NOUN,,,70084,r003
Yesterday-,Yesterday-,NOUN,,,70084,r002
Today-,Today-,NOUN,,,70084,r001
let,Let,VERB,,,154,r018
distance,distance,NOUN,,,154,r014
let,let,VERB,,,154,r018
v,V,NOUN,,,154,r028
speed,speed,NOUN,,,154,r023
steamer,steamer,NOUN,,,154,r024
let,let,VERB,,,154,r018
speed,speed,NOUN,,,154,r023
current,current,NOUN,,,154,r012
D,D,PROPN,,,154,r007
V+x,V+x,PROPN,,,154,r009
=,=,VERB,,,154,r004
d,D,NOUN,,,154,r013
V-x,V-x,PROPN,,,154,r010
=,=,VERB,,,154,r004
v,V,NOUN,,,154,r028
D,D,PROPN,,,154,r007
=,=,VERB,,,154,r004
D,D,PROPN,,,154,r007
=,=,NOUN,,,154,r004
15 hour,15 hours,NUM,TIME,,154,r001
cost,Cost,NOUN,,,4650,r013
Price,Price,PROPN,,,4650,r007
C.P.,C.P.,PROPN,,,4650,r003
=,=,VERB,,,4650,r002
r,Rs,NOUN,,,4650,r016
r,Rs,NOUN,,,4650,r016
.,.,PROPN,,,4650,r001
Selling,Selling,PROPN,,,4650,r010
Price,Price,PROPN,,,4650,r007
S.P.,S.P.,PROPN,,,4650,r009
=,=,VERB,,,4650,r002
r,Rs,NOUN,,,4650,r016
Gain,Gain,PROPN,,,4650,r004
=,=,PROPN,PERSON,,4650,r002
S.P.,S.P.,PROPN,,,4650,r009
C.P.,C.P.,PROPN,,,4650,r003
rs.(5800,Rs.(5800,NOUN,,,4650,r018
=,=,VERB,,,4650,r002
r,Rs,NOUN,,,4650,r016
.,.,PROPN,,,4650,r001
Gain %,Gain %,PROPN,PERSON,,4650,r005
let,Let,VERB,,,21387,r006
selling,selling,NOUN,,,21387,r010
price,price,NOUN,,,21387,r008
article,article,NOUN,,,21387,r003
∴,∴,VERB,,,21387,r011
profit,Profit,NOUN,,,21387,r009
∴,∴,NOUN,,,21387,r011
cost,Cost,NOUN,,,21387,r004
price,price,NOUN,,,21387,r008
article,article,NOUN,,,21387,r003
=,=,PROPN,,,21387,r001
∴,∴,ADV,,,21387,r011
Reqd.%,Reqd.%,PROPN,PERSON,,21387,r002
question,question,NOUN,,,69205,r017
algebraic,algebraic,ADJ,,,69205,r005
way,ways,NOUN,,,69205,r021
easy,easiest,ADJ,,,69205,r010
0.2m+0.4n+0.5p=0.25(m+n+p)--,0.2m+0.4n+0.5p=0.25(m+n+p)--,NOUN,,,69205,r002
m=3n+5p,m=3n+5p,VERB,,,69205,r012
cherry,cherry,NOUN,,,74795,r004
=,=,VERB,,,74795,r002
*,*,NOUN,,,74795,r001
=,=,NOUN,,,74795,r002
orange,orange,NOUN,,,74795,r020
=,=,VERB,,,74795,r002
*,*,NOUN,,,74795,r001
lemon,lemon,NOUN,,,74795,r016
=,=,VERB,,,74795,r002
*,*,NOUN,,,74795,r001
same,same,ADJ,,,74795,r030
flavor,flavor,NOUN,,,74795,r010
=,=,VERB,,,74795,r002
different,different,ADJ,,,74795,r007
flavor,flavors,NOUN,,,74795,r010
=,=,VERB,,,74795,r002
sample,Sample,NOUN,,,36175,r021
space,space,NOUN,,,36175,r022
=,=,NOUN,,,36175,r001
favourable,Favourable,ADJ,,,36175,r013
event,events,NOUN,,,36175,r011
=,=,ADJ,,,36175,r001
bbgg,bbgg,PROPN,,,36175,r003
bgbg,bgbg,PROPN,,,36175,r004
bggb,bggb,NOUN,,,36175,r005
ggbb,ggbb,NOUN,,,36175,r016
gbgb,gbgb,NOUN,,,36175,r015
"gbbg}.{bggg},{gbbb","gbbg}.{bggg},{gbbb",PROPN,,,36175,r014
Probability,Probability,PROPN,,,36175,r002
average,average,ADJ,,,57382,r005
speed,speed,NOUN,,,57382,r017
=,=,NOUN,,,57382,r002
hr,hr,NOUN,,,57382,r012
=(,=(,PROPN,,,57382,r003
hr,hr,NOUN,,,57382,r012
=,=,VERB,,,57382,r002
/,/,NOUN,,,57382,r001
hr,hr,NOUN,,,57382,r012
rate,Rate,NOUN,,,46018,r005
still,still,ADV,,,46018,r007
water,water,NOUN,,,46018,r009
hr,hr,NOUN,,,46018,r003
slow,slowest,ADJ,,,4696,r016
people,people,NOUN,,,4696,r012
work,work,VERB,,,4696,r019
rate,rates,NOUN,,,4696,r013
job,job,NOUN,,,4696,r010
hour,hour,NOUN,,,4696,r008
sum,sum,NOUN,,,4696,r017
rate,rates,NOUN,,,4696,r013
=,=,NOUN,,,4696,r003
job,job,NOUN,,,4696,r010
hour,hour,NOUN,,,4696,r008
c,C,NOUN,,,37772,r004
nubmer,nubmer,NOUN,,,87169,r021
divide,divided,VERB,,,87169,r005
leave,leaves,NOUN,,,87169,r016
remainder,remainder,NOUN,,,87169,r025
form,form,NOUN,,,87169,r008
number,number,NOUN,,,87169,r022
divide,divided,VERB,,,87169,r005
leave,leaves,NOUN,,,87169,r016
remainder,remainder,NOUN,,,87169,r025
so,so,ADV,,,87169,r027
7k+1)-2,7k+1)-2,PROPN,,,87169,r002
divisible,divisible,ADJ,,,87169,r006
divisible,divisible,ADJ,,,87169,r006
now,now,ADV,,,87169,r020
put,put,VERB,,,87169,r024
value,values,NOUN,,,87169,r034
k,k,PROPN,,,87169,r012
start,starting,VERB,,,87169,r028
find,find,VERB,,,87169,r007
number,number,NOUN,,,87169,r022
divisible,divisible,ADJ,,,87169,r006
find,find,VERB,,,87169,r007
1st,1st,ADJ,,,87169,r001
number,number,NOUN,,,87169,r022
k=,k=,PROPN,,,87169,r013
thus,thus,ADV,,,87169,r032
small,smallest,ADJ,,,87169,r026
number,number,NOUN,,,87169,r022
=,=,NOUN,,,87169,r003
now,now,ADV,,,87169,r020
next,next,ADJ,,,87169,r019
number,number,NOUN,,,87169,r022
=,=,NOUN,,,87169,r003
lcm,lcm,NOUN,,,87169,r015
i.e,i.e,NOUN,,,87169,r010
now,now,ADV,,,87169,r020
find,find,VERB,,,87169,r007
number,number,NOUN,,,87169,r022
such,such,ADJ,,,87169,r029
value,values,NOUN,,,87169,r034
use,using,VERB,,,87169,r033
formula,formula,NOUN,,,87169,r009
last,last,ADJ,,,87169,r014
term,term,NOUN,,,87169,r030
"a.p
8+(n-1)21=100","a.p
8+(n-1)21=100",PROPN,GPE,,87169,r004
n=,n=,PROPN,,,87169,r018
formula,Formula,NOUN,,,42615,r013
calculate,calculating,VERB,,,42615,r008
overlap,overlapping,VERB,,,42615,r018
set,sets,NOUN,,,42615,r019
+,+,PROPN,,,42615,r001
b,B,NOUN,,,42615,r007
NOT(A,NOT(A,VERB,,,42615,r005
b,B,NOUN,,,42615,r007
=,=,VERB,,,42615,r002
Total,Total,PROPN,,,42615,r006
so,so,ADV,,,42615,r020
task,task,NOUN,,,42615,r023
have,have,VERB,,,42615,r016
equation,equation,NOUN,,,42615,r012
french,french,NOUN,NORP,,42615,r014
german,german,ADJ,NORP,,42615,r015
explanation,Explanation,NOUN,,,16818,r009
S.I.=P∗R∗T/100,S.I.=P∗R∗T/100,PROPN,,,16818,r004
=,=,VERB,,,16818,r001
p,P,NOUN,,,16818,r014
=,=,NOUN,,,16818,r001
S.I.∗100,S.I.∗100,PROPN,GPE,,16818,r005
R∗T,R∗T,PROPN,,,16818,r003
p=5400∗100/12∗3,P=5400∗100/12∗3,NOUN,,,16818,r015
=,=,NOUN,,,16818,r001
Rs15000,Rs15000,PROPN,,,16818,r002
let,Let,VERB,,,94386,r011
consecutive,consecutive,ADJ,,,94386,r005
integer,integers,NOUN,,,94386,r010
be,be,VERB,,,94386,r004
x,x,PROPN,,,94386,r014
x,x,PROPN,,,94386,r014
Sum,Sum,PROPN,,,94386,r002
=,=,NOUN,,,94386,r001
x,x,PROPN,,,94386,r014
x,x,PROPN,,,94386,r014
therefore,Therefore,ADV,,,94386,r013
always,always,ADV,,,94386,r003
factor,factor,NOUN,,,94386,r008
case,Case,NOUN,,,18515,r008
use,used,VERB,,,18515,r035
envelope,envelope,NOUN,,,18515,r015
way,way,NOUN,,,18515,r036
Case,Case,PROPN,,,18515,r002
use,used,VERB,,,18515,r035
envelope,envelopes,NOUN,,,18515,r015
choose,Choose,VERB,,,18515,r010
card,cards,NOUN,,,18515,r007
way,ways,NOUN,,,18515,r036
choose,Choose,VERB,,,18515,r010
card,cards,NOUN,,,18515,r007
way,ways,NOUN,,,18515,r036
Case,Case,PROPN,,,18515,r002
envelope,envelopes,NOUN,,,18515,r015
use,used,VERB,,,18515,r035
choose,Choose,VERB,,,18515,r010
andno,andno,NOUN,,,18515,r005
need,need,NOUN,,,18515,r024
choose,choose,VERB,,,18515,r010
way,ways,NOUN,,,18515,r036
choose,Choose,VERB,,,18515,r010
choose,choose,VERB,,,18515,r010
group,groups,NOUN,,,18515,r018
same,same,ADJ,,,18515,r032
=,=,NOUN,,,18515,r001
n,n,NOUN,,,50080,r016
item,items,NOUN,,,50080,r013
p,p,NOUN,,,50080,r020
alike,alike,ADV,,,50080,r007
kind,kind,NOUN,,,50080,r014
q,q,ADJ,,,50080,r023
other,other,ADJ,,,50080,r019
alike,alike,ADV,,,50080,r007
kind,kind,NOUN,,,50080,r014
remain,remaining,VERB,,,50080,r024
distinct,distinct,ADJ,,,50080,r012
arrange,arranged,VERB,,,50080,r008
row,row,NOUN,,,50080,r025
n!/p!q!r,n!/p!q!r,PROPN,,,50080,r017
!,!,PROPN,,,50080,r001
way,ways,NOUN,,,50080,r026
letter,letter,NOUN,,,50080,r015
pattern,pattern,NOUN,,,50080,r021
MESMERISE,MESMERISE,PROPN,ORG,,50080,r005
consist,consists,VERB,,,50080,r011
letter,letters,NOUN,,,50080,r015
be,are,VERB,,,50080,r010
M,M,PROPN,,,50080,r004
3E,3E,PROPN,,,50080,r003
2S,2S,PROPN,ORG,,50080,r002
Number,Number,PROPN,,,50080,r006
arrangement,arrangements,NOUN,,,50080,r009
solve,solve,VERB,,,32585,r012
problem,problem,NOUN,,,32585,r010
have,have,VERB,,,32585,r006
do,do,VERB,,,32585,r004
take,take,VERB,,,32585,r014
even,even,ADJ,,,32585,r005
number,number,NOUN,,,32585,r008
add,add,VERB,,,32585,r003
together,together,ADV,,,32585,r015
so,So,ADV,,,32585,r011
have,have,VERB,,,32585,r006
Final,Final,PROPN,,,32585,r002
Answer,Answer,PROPN,,,32585,r001
weight,weight,NOUN,,,86078,r016
dog,dogs,NOUN,,,86078,r007
determined,determined,ADJ,,,86078,r006
respectively,respectively,ADV,,,86078,r012
weight,weight,NOUN,,,86078,r016
dog,dog,NOUN,,,86078,r007
determined,determined,ADJ,,,86078,r006
y,y,PROPN,,,86078,r017
pound,pounds,NOUN,,,86078,r010
average,average,ADJ,,,86078,r005
arithmetic,arithmetic,ADJ,,,86078,r004
mean,mean,NOUN,,,86078,r009
weight,weight,NOUN,,,86078,r016
dog,dogs,NOUN,,,86078,r007
same,same,ADJ,,,86078,r013
dog,dogs,NOUN,,,86078,r007
value,value,NOUN,,,86078,r015
y,y,PROPN,,,86078,r017
Mahesh,Mahesh,PROPN,,,27658,r008
mark,marks,VERB,,,27658,r013
article,article,NOUN,,,27658,r010
%,%,NOUN,,,27658,r001
cost,cost,NOUN,,,27658,r011
price,price,NOUN,,,27658,r015
Rs,Rs,PROPN,NORP,,27658,r009
.,.,PROPN,,,27658,r003
discount,discount,NOUN,,,27658,r012
percentage,percentage,NOUN,,,27658,r014
sell,sells,VERB,,,27658,r017
Rs,Rs,PROPN,,,27658,r009
.,.,PROPN,,,27658,r003
Rs,Rs,PROPN,PERSON,,54084,r007
.,.,NOUN,,,54084,r001
divide,divided,VERB,,,54084,r011
A,A,PROPN,,,54084,r003
B,B,PROPN,,,54084,r005
C,C,PROPN,,,54084,r006
way,way,NOUN,,,54084,r017
a,A,NOUN,,,54084,r008
get,gets,VERB,,,54084,r012
b,B,NOUN,,,54084,r009
get,gets,VERB,,,54084,r012
b,B,NOUN,,,54084,r009
get,gets,VERB,,,54084,r012
c,C,NOUN,,,54084,r010
get,gets,VERB,,,54084,r012
then,then,ADV,,,54084,r016
share,shares,NOUN,,,54084,r015
respectively,respectively,ADV,,,54084,r014
price,price,NOUN,,,13920,r009
item,item,NOUN,,,13920,r006
discount,discounted,VERB,,,13920,r004
sale,sale,NOUN,,,13920,r010
item,item,NOUN,,,13920,r006
discount,discounted,VERB,,,13920,r004
discount,discounted,VERB,,,13920,r004
price,price,NOUN,,,13920,r009
item,item,NOUN,,,13920,r006
percentage,percentage,NOUN,,,13920,r008
sale,sale,NOUN,,,13920,r010
price,price,NOUN,,,13920,r009
average,average,NOUN,,,81305,r001
number,numbers,NOUN,,,81305,r004
number,number,NOUN,,,81305,r004
multiply,multiplied,VERB,,,81305,r002
then,then,ADV,,,81305,r007
average,average,NOUN,,,81305,r001
new,new,ADJ,,,81305,r003
set,set,NOUN,,,81305,r005
number,numbers,NOUN,,,81305,r004
sum,sum,NOUN,,,18645,r007
term,term,NOUN,,,18645,r008
term,term,NOUN,,,18645,r008
arithmetic,arithmetic,ADJ,,,18645,r004
progression,progression,NOUN,,,18645,r006
sum,sum,NOUN,,,18645,r007
term,terms,NOUN,,,18645,r008
progression,progression,NOUN,,,18645,r006
average,average,ADJ,,,12383,r008
temperature,temperature,NOUN,,,12383,r016
town,town,NOUN,,,12383,r018
average,average,NOUN,,,12383,r008
temperature,temperatures,NOUN,,,12383,r016
ratio,ratio,NOUN,,,12383,r014
then,then,ADV,,,12383,r017
temperature,temperature,NOUN,,,12383,r016
Joe,Joe,PROPN,PERSON,,36718,r011
paint,painting,VERB,,,36718,r028
rectangular,rectangular,ADJ,,,36718,r031
room,room,NOUN,,,36718,r032
dimension,dimensions,NOUN,,,36718,r022
give,given,VERB,,,36718,r025
b,b,PROPN,,,36718,r015
c,c,NOUN,,,36718,r016
meter,meters,NOUN,,,36718,r027
Joe,Joe,PROPN,PERSON,,36718,r011
take,takes,VERB,,,36718,r033
4 hour,4 hours,NUM,TIME,,36718,r002
paint,paint,VERB,,,36718,r028
wall,wall,NOUN,,,36718,r038
dimension,dimensions,NOUN,,,36718,r022
c.,c.,PROPN,,,36718,r018
take,takes,VERB,,,36718,r033
2 hour,2 hours,NUM,TIME,,36718,r001
paint,paint,VERB,,,36718,r028
wall,wall,NOUN,,,36718,r038
dimensions,dimensions,PROPN,,,36718,r023
b,b,PROPN,,,36718,r015
c and 6 hour,c and 6 hours,NOUN,TIME,,36718,r017
paint,paint,VERB,,,36718,r028
ceiling,ceiling,NOUN,,,36718,r019
dimension,dimensions,NOUN,,,36718,r022
Joe,Joe,PROPN,PERSON,,36718,r011
work,works,VERB,,,36718,r039
constant,constant,ADJ,,,36718,r021
rate,rate,NOUN,,,36718,r030
=,=,NOUN,,,36718,r004
then,then,ADV,,,36718,r034
volume,volume,NOUN,,,36718,r037
room,room,NOUN,,,36718,r032
x,X,NOUN,,,69327,r008
value,value,NOUN,,,69327,r007
average,average,NOUN,,,49968,r003
certain,certain,ADJ,,,71969,r015
research,research,NOUN,,,71969,r035
group,group,NOUN,,,71969,r021
plan,plans,VERB,,,71969,r032
create,create,VERB,,,71969,r017
computer,computer,NOUN,,,71969,r016
model,models,NOUN,,,71969,r028
x%,x%,NOUN,NORP,,71969,r042
list,list,NOUN,,,71969,r026
bacterial,bacterial,ADJ,,,71969,r010
specie,species,NOUN,,,71969,r038
know,known,VERB,,,71969,r025
inhabit,inhabit,VERB,,,71969,r023
human,human,ADJ,,,71969,r022
body,body,NOUN,,,71969,r012
budget,budget,NOUN,,,71969,r013
cut,cut,NOUN,,,71969,r018
group,group,NOUN,,,71969,r021
find,finds,VERB,,,71969,r020
reduce,reduce,VERB,,,71969,r033
selection,selection,NOUN,,,71969,r036
−,−,PROPN,,,71969,r045
8)%,8)%,PROPN,,,71969,r003
term,terms,NOUN,,,71969,r039
many,many,ADJ,,,71969,r027
specie,species,NOUN,,,71969,r038
bacteria,bacteria,NOUN,,,71969,r009
group,group,NOUN,,,71969,r021
able,able,ADJ,,,71969,r007
model,model,VERB,,,71969,r028
many,many,ADJ,,,13250,r025
way,ways,NOUN,,,13250,r039
people,people,NOUN,,,13250,r031
A,A,PROPN,,,13250,r002
B,B,PROPN,,,13250,r004
C,C,PROPN,,,13250,r006
D,D,PROPN,,,13250,r007
E,E,PROPN,,,13250,r009
F,F,PROPN,,,13250,r010
seat,seated,VERB,,,13250,r033
row,row,NOUN,,,13250,r032
such,such,ADJ,,,13250,r036
C,C,PROPN,,,13250,r006
D,D,PROPN,,,13250,r007
seat,seated,VERB,,,13250,r033
next,next,ADV,,,13250,r027
other,other,ADJ,,,13250,r030
as,as,ADV,,,13250,r016
well,well,ADV,,,13250,r040
A,A,PROPN,,,13250,r002
b,B,NOUN,,,13250,r017
seat,seated,VERB,,,13250,r033
next,next,ADV,,,13250,r027
other,other,ADJ,,,13250,r030
f(a)=3a+6,f(a)=3a+6,NOUN,,,3450,r004
value,value,NOUN,,,3450,r005
f(2a)+f(a,f(2a)+f(a,PROPN,,,3450,r002
morning,morning,NOUN,TIME,,15858,r009
John,John,PROPN,PERSON,,15858,r002
begin,begin,VERB,,,15858,r005
camping,camping,NOUN,,,15858,r006
vacation,vacation,NOUN,,,15858,r016
return,return,VERB,,,15858,r014
home,home,ADV,,,15858,r008
rain,rains,VERB,,,15858,r012
vacation,vacation,NOUN,,,15858,r016
probability,probability,NOUN,,,15858,r010
rain,rain,NOUN,,,15858,r012
probability,probability,NOUN,,,15858,r010
Malachi,Malachi,PROPN,PERSON,,15858,r003
return,return,VERB,,,15858,r014
home,home,ADV,,,15858,r008
following,following,ADJ,,,15858,r007
can,can,NOUN,,,56794,r008
be,is,VERB,,,56794,r006
mixture,mixture,NOUN,,,56794,r016
milk,milk,NOUN,,,56794,r015
water,water,NOUN,,,56794,r020
ratio,ratio,NOUN,,,56794,r018
fill,filled,VERB,,,56794,r010
litre,litres,NOUN,,,56794,r014
milk,milk,NOUN,,,56794,r015
full,full,ADJ,,,56794,r012
ratio,ratio,NOUN,,,56794,r018
milk,milk,NOUN,,,56794,r015
water,water,NOUN,,,56794,r020
