word,part_of_speech,category,meaning,question_id, word,source_text,text,source,meaning ,_meaning,"},   {",recently,rock,say
american,ADJ,NORP,Nationality,20231208_19,,,,,,,,,,
band,NOUN,Organization Name,Music Group,20231208_19,,,,,,,,,,
concert,NOUN,,Live Musical Performance,20231208_19,,,,,,,,,,
culmination,NOUN,,End or Final Stage,20231208_19,,,,,,,,,,
KISS,PROPN,ORG,Musical Group,20231208_19,,,,,,,,,,
Madison Square Garden,PROPN,FAC,Concert Venue,20231208_19,,,,,,,,,,
Metallica,PROPN,NORP,Music Band,20231208_19,,,,,,,,,,
New York City,PROPN,GPE,Location,20231208_19,,,,,,,,,,
December 2,NUM,Date,Specific date,20231208_19,,,,,,,,,,
final,ADJ,,"Conclusion, End",20231208_19,,,,,,,,,,
goodbye,NOUN,,Farewell,20231208_19,,,,,,,,,,
hold,VERB,,"Perform (e.g., concert)",20231208_19,,,,,,,,,,
iconic,ADJ,,"Well-Known, Celebrated",20231208_19,,,,,,,,,,
kiss,VERB,ORG,Music Band,20231208_19,,,,,,,,,,
lead Zeppelin,VERB,PERSON,Music Group,20231208_19,,,,,,,,,,
member,NOUN,,"Part of a Whole (e.g., Band)",20231208_19,,,,,,,,"{'word': 'recently', 'part_of_speech': 'ADV', 'category': '', 'meaning': ''}","{'word': 'rock', 'part_of_speech': 'NOUN', 'category': '', 'meaning': 'Music Genre'}","{'word': 'say', 'part_of_speech': 'VERB', 'category': '', 'meaning': 'Express (e.g., Farewell)'}"
recently,ADV,Technical Term,Time proximity,20231208_19,,,,,,,,,,
rock,NOUN,Technical Term,Genre of music,20231208_19,,,,,,,,,,
say,VERB,,Communication action,20231208_19,,,,,,,,,,
touring,NOUN,technical term,live musical performances,20231208_19,,,,,,,,,,
u2,VERB,individual name,name of a musician or band,20231208_19,,,,,,,,,,
Brazil,PROPN,GPE,Country,20231215_19,,,,,,,,,,
MLB,PROPN,ORG,Sports League,20231215_19,,,,,,,,,,
NBA,PROPN,ORG,Sports League,20231215_19,,,,,,,,,,
NFL,PROPN,ORG,Sports League,20231215_19,,,,,,,,,,
NHL,PROPN,ORG,Sports League,20231215_19,,,,,,,,,,
South America,PROPN,LOC,Continent,20231215_19,,,,,,,,,,
São Paulo,PROPN,PERSON,City,20231215_19,,,,,,,,,,
announce,VERB,Action,To formally state information,20231215_19,,,,,,,,,,
ever,ADV,Modifier,At any time in history,20231215_19,,,,,,,,,,
first,ADJ,Ordinal,Happening for the initial time,20231215_19,,,,,,,,,,
game,NOUN,technical term,Sport Activity,20231215_19,,,,,,,,,,
host,VERB,technical term,To Organize an Event,20231215_19,,,,,,,,,,
next year,ADP,DATE,Specific Time Period,20231215_19,,,,,,,,,,
play,VERB,technical term,to participate in a sport competition,20231215_19,,,,,,,,,,
pro sport league,ADJ,Organization Name,Professional Sport Competition Management Body,20231215_19,,,,,,,,,,
regular-season,ADJ,technical term,Scheduled Series of Games within a Sport Season,20231215_19,,,,,,,,,,
the 2024 season,DET,DATE,Specific Time Period,20231215_19,,,,,,,,,,
the National Football League,DET,Organization Name,Professional American Football Governing Body,20231215_19,,,,,,,,,,
Chicago,PROPN,GPE,City,20231124_18,,,,,,,,,,
Cowboys,PROPN,ORG,Sports Team,20231124_18,,,,,,,,,,
Dallas Cowboys,PROPN,GPE,Location,20231124_18,,,,,,,,,,
Detroit Lions,PROPN,ORG,Sports Team,20231124_18,,,,,,,,,,
NFL,PROPN,ORG,Sports League,20231124_18,,,,,,,,,,
New England Patriots,PROPN,ORG,Sports Team,20231124_18,,,,,,,,,,
Thanksgiving,PROPN,DATE,Holiday,20231124_18,,,,,,,,,,
Thanksgiving Day,PROPN,EVENT,Holiday Celebration,20231124_18,,,,,,,,,,
bear,NOUN,ORG,Sports Team Name,20231124_18,,,,,,,,,,
football,NOUN,SPORT,Game,20231124_18,,,,,,,,,,
game,NOUN,technical term,Sport Competition,20231124_18,,,,,,,,,,
more,ADJ,higher-level concept,"Quantity, Greater Extent",20231124_18,,,,,,,,,,
most,ADJ,higher-level concept,"Extreme Degree, Superiority",20231124_18,,,,,,,,,,
other,ADJ,higher-level concept,"Difference, Alternative",20231124_18,,,,,,,,,,
play,VERB,action verb,Perform an activity,20231124_18,,,,,,,,,,
team,NOUN,organization name,Group of Players,20231124_18,,,,,,,,,,
the Detroit Lions,DET,organization name,American Football Team,20231124_18,,,,,,,,,,
tradition,NOUN,higher-level concept,"Custom, Established Practice",20231124_18,,,,,,,,,,
BBC,PROPN,ORG,News Organization,20231215_1,,,,,,,,,,
Byte,PROPN,ORG,Dentistry Company,20231215_1,,,,,,,,,,
NewSmile,PROPN,ORG,Dentistry Company,20231215_1,,,,,,,,,,
US-based,PROPN,Location Based,Based in the United States,20231215_1,,,,,,,,,,
aligner,NOUN,Technical Term,Teeth-straightening Device,20231215_1,,,,,,,,,,
announce,VERB,,Make Publicly Known,20231215_1,,,,,,,,,,
bankruptcy,NOUN,,State of Financial Inability to Pay Debts,20231215_1,,,,,,,,,,
bust,ADJ,,Failed or Closed Down,20231215_1,,,,,,,,,,
close,VERB,,To Shut Down Operations,20231215_1,,,,,,,,,,
company,NOUN,Organization Name,Business Entity,20231215_1,,,,,,,,,,
confused,ADJ,Individual Name,Emotional State,20231215_1,,,,,,,,,,
customer,NOUN,Individual Name,Person Receiving Service,20231215_1,,,,,,,,,,
dentistry,NOUN,Technical Term,Medical Field,20231215_1,,,,,,,,,,
feel,VERB,,Sensory Experience,20231215_1,,,,,,,,,,
file,VERB,,Administrative Action,20231215_1,,,,,,,,,,
find,VERB,,Locate/Discover,20231215_1,,,,,,,,,,
global,ADJ,,Worldwide Scope,20231215_1,,,,,,,,,,
go,VERB,,Movement/Action,20231215_1,,,,,,,,,,
immediately,ADV,,Time Aspect,20231215_1,,,,,,,,,,
invisalign,NOUN,Organization Name,Brand/Product,20231215_1,,,,,,,,,,
leave,VERB, ,to depart,20231215_1,,,,,,,,,,
many,ADJ, ,large number,20231215_1,,,,,,,,,,
more,ADJ, ,additional,20231215_1,,,,,,,,,,
online,ADJ, ,conducted via the internet,20231215_1,,,,,,,,,,
operation,NOUN, ,business activity,20231215_1,,,,,,,,,,
podcast,NOUN, ,audio broadcast program,20231215_1,,,,,,,,,,
say,VERB, ,to speak,20231215_1,,,,,,,,,,
sell,VERB, ,to exchange for money,20231215_1,,,,,,,,,,
shut,VERB, ,to close,20231215_1,,,,,,,,,,
Smile Direct Club,VERB,ORG,teeth-straightening company,20231215_1,,,,,,,,,,
strand,VERB,Action,Separation or isolation,20231215_1,,,,,,,,,,
teeth-straightening,NOUN,Technical Term,Dental Aesthetics Procedure,20231215_1,,,,,,,,,,
the week unwrapped,DET,EVENT,Summary of Events,20231215_1,,,,,,,,,,
this week,DET,DATE,Specific Timeframe,20231215_1,,,,,,,,,,
two month,NUM,DATE,Duration of Time,20231215_1,,,,,,,,,,
COP28,PROPN,ORG,Global Climate Summit,20231215_14,,,,,,,,,,
Dubai,PROPN,GPE,City hosting the summit,20231215_14,,,,,,,,,,
UN,PROPN,ORG,United Nations,20231215_14,,,,,,,,,,
Wednesday,PROPN,DATE,Day of the week when deal was agreed,20231215_14,,,,,,,,,,
agree,VERB,,To come to a decision collectively,20231215_14,,,,,,,,,,
agreement,NOUN,,A mutual arrangement or understanding,20231215_14,,,,,,,,,,
annual UN,ADJ,DATE,Yearly Meeting of the United Nations,20231215_14,,,,,,,,,,
ask,VERB,,To request something formally,20231215_14,,,,,,,,,,
away,ADV,,In a different location or condition,20231215_14,,,,,,,,,,
climate,NOUN,,Global Weather patterns and their changes,20231215_14,,,,,,,,,,
country,NOUN,organization name,Nation-state,20231215_14,,,,,,,,,,
crisis,NOUN,technical term,Environmental or political instability,20231215_14,,,,,,,,,,
deal,NOUN,technical term,Agreement or contract,20231215_14,,,,,,,,,,
dozen,NOUN,CARDINAL,A quantity of twelve,20231215_14,,,,,,,,,,
driver,NOUN,technical term,Cause or reason for something,20231215_14,,,,,,,,,,
first,ADJ,ORDINAL,Preceding all others in time or order,20231215_14,,,,,,,,,,
fossil,ADJ,technical term,Preserved remains of ancient life,20231215_14,,,,,,,,,,
fuel,NOUN,technical term,Source of power or energy,20231215_14,,,,,,,,,,
immigration,NOUN,technical term,Movement of people into a new country,20231215_14,,,,,,,,,,
main,ADJ,technical term,Primary or most important,20231215_14,,,,,,,,,,
mark,VERB,Technical Term,to signify or indicate a particular event or stage,20231215_14,,,,,,,,,,
meeting,NOUN,Organization Name,a formal gathering of individuals for consultation or discussion,20231215_14,,,,,,,,,,
minimum,ADJ,Technical Term,the lowest acceptable or required amount or level,20231215_14,,,,,,,,,,
move,VERB,Technical Term,"to change position or location, or to make a decision to take action",20231215_14,,,,,,,,,,
new,ADJ,Technical Term,recently created or introduced; not previously existing,20231215_14,,,,,,,,,,
painstaking,ADJ,Technical Term,"requiring great care, detail, and effort",20231215_14,,,,,,,,,,
reach,VERB,Technical Term,to arrive at a destination or goal after effort or consideration,20231215_14,,,,,,,,,,
summit,NOUN,Organization Name,the highest point of a mountain; or a meeting of political leaders to negotiate or make decisions,20231215_14,,,,,,,,,,
talk,NOUN,Technical Term,a conversation or discussion between two or more people,20231215_14,,,,,,,,,,
tax,NOUN,Technical Term,"a financial charge imposed by a government on individuals or entities, used to fund public services",20231215_14,,,,,,,,,,
time,NOUN,technical term,A fundamental concept referring to the progression and measure of events.,20231215_14,,,,,,,,,,
type,NOUN,technical term,A category or classification based on shared characteristics.,20231215_14,,,,,,,,,,
wage,NOUN,organization name,Compensation paid to workers for labor.,20231215_14,,,,,,,,,,
world,NOUN,organization name,The global community of nations.,20231215_14,,,,,,,,,,
this week,DET,DATE,Time period,20231215_14,,,,,,,,,,
100,NUM,CARDINAL,"Rank, Position",20231208_11,,,,,,,,,,
78,NUM,CARDINAL,Age,20231208_11,,,,,,,,,,
Billboard,PROPN,ORGANIZATION NAME,Music Charts,20231208_11,,,,,,,,,,
Brenda Lee,PROPN,PERSON,Musical Artist,20231208_11,,,,,,,,,,
Christmas,PROPN,DATE,"Holiday, Celebration",20231208_11,,,,,,,,,,
Feliz Navidad,PROPN,WORK_OF_ART,Song Title,20231208_11,,,,,,,,,,
Hot,PROPN,ORGANIZATION NAME,"List, Chart",20231208_11,,,,,,,,,,
Rockin',PROPN,WORK_OF_ART,Song Title,20231208_11,,,,,,,,,,
Tree,PROPN,OBJECT,"Symbol, decoration",20231208_11,,,,,,,,,,
all I want for Christmas be you,PRON,WORK_OF_ART,Song Title,20231208_11,,,,,,,,,,
artist,NOUN,Individual Name,People who create music,20231208_11,,,,,,,,,,
blue,ADJ,Technical Term,A color,20231208_11,,,,,,,,,,
chart,NOUN,Technical Term,A graphical representation of data,20231208_11,,,,,,,,,,
ever,ADV,,At any point in time,20231208_11,,,,,,,,,,
first,ADJ,,Occurring for the first time,20231208_11,,,,,,,,,,
hit,NOUN,Technical Term,A song that is very popular,20231208_11,,,,,,,,,,
make,VERB,,To create or construct,20231208_11,,,,,,,,,,
now,ADV,,At this present time,20231208_11,,,,,,,,,,
old,ADJ,,Advanced in age,20231208_11,,,,,,,,,,
one,NUM,,The number that follows zero,20231208_11,,,,,,,,,,
original,ADJ,Individual Name,Relating to the first or primary instance,20231208_11,,,,,,,,,,
performer,NOUN,Individual Name,"The person who acts or performs a role, especially in music or theater",20231208_11,,,,,,,,,,
popular,ADJ,undefined,Well-liked or favored by many people,20231208_11,,,,,,,,,,
release,VERB,undefined,The act of making something publicly available,20231208_11,,,,,,,,,,
rockin',ADJ, undefined,"Energetic, lively music style characterized by a strong rhythmic beat",20231208_11,,,,,,,,,,
song,NOUN,undefined,A musical composition meant to be sung,20231208_11,,,,,,,,,,
the Christmas Tree,DET,Technical Term,A decorated evergreen tree for holiday festivities,20231208_11,,,,,,,,,,
this week,DET,DATE,The current seven-day period,20231208_11,,,,,,,,,,
time,NOUN,Organization Name,A measure of duration or a particular point in history,20231208_11,,,,,,,,,,
top,VERB,undefined,To be the highest-ranking or most successful,20231208_11,,,,,,,,,,
year,NOUN,DATE,TIME,20231208_11,,,,,,,,,,
Elon Musk’s,PROPN,Individual Name,Business Leader,20231222_13,,,,,,,,,,
Meta,PROPN,Organization Name,Tech Company,20231222_13,,,,,,,,,,
Snapchat,PROPN,Organization Name,Social Media Platform,20231222_13,,,,,,,,,,
Telegram,PROPN,Organization Name,Messaging App,20231222_13,,,,,,,,,,
Threads,PROPN,Product Name,Social Media App,20231222_13,,,,,,,,,,
Twitter,PROPN,Organization Name,Social Media Platform,20231222_13,,,,,,,,,,
X,PROPN,Organization Name,Social Media Platform,20231222_13,,,,,,,,,,
a turbulent year,DET,Time Period,Unstable and Difficult Period,20231222_13,,,,,,,,,,
abandon,VERB,Action,To Leave or Discontinue Use,20231222_13,,,,,,,,,,
advertiser,NOUN,Profession,Person or Business Promoting Products,20231222_13,,,,,,,,,,
app,NOUN,Technical Term,Software,20231222_13,,,,,,,,,,
chaos,NOUN,Higher Level Concept,"Disorder, Confusion",20231222_13,,,,,,,,,,
company,NOUN,Organization Name,Business Entity,20231222_13,,,,,,,,,,
employee,NOUN,Individual Name,Person Employed by a Company,20231222_13,,,,,,,,,,
call,VERB,,,20231222_13,,,,,,,,,,
change,NOUN,,,20231222_13,,,,,,,,,,
controversial,ADJ,,,20231222_13,,,,,,,,,,
endure,VERB,,,20231222_13,,,,,,,,,,
formerly,ADV,,,20231222_13,,,,,,,,,,
implement,VERB,,,20231222_13,,,,,,,,,,
introduce,VERB,organization name,Bring to market/public,20231222_13,,,,,,,,,,
keep,VERB,technical term,Maintain user base/engagement,20231222_13,,,,,,,,,,
launch,VERB,technical term,Release a product/service,20231222_13,,,,,,,,,,
lay,VERB,organization name,Discharge employees,20231222_13,,,,,,,,,,
leadership,NOUN,technical term,Management/direction of company,20231222_13,,,,,,,,,,
medium,NOUN,technical term,Platform/channel for communication,20231222_13,,,,,,,,,,
new,ADJ,technical term,Recently created/released,20231222_13,,,,,,,,,,
platform,NOUN,technical term,Online service/environment,20231222_13,,,,,,,,,,
rival,ADJ,organization name,Competitor,20231222_13,,,,,,,,,,
know,VERB,individual name,,20231222_13,,,,,,,,,,
slew,NOUN,organization name,a large number,20231222_13,,,,,,,,,,
social,ADJ,technical term,relating to communication and interaction,20231222_13,,,,,,,,,,
struggle,VERB,organization name,to have difficulty or compete  for users,20231222_13,,,,,,,,,,
thousand,NOUN, cardinal,a large quantity,20231222_13,,,,,,,,,,
thread,NOUN,technical term,online discussion or conversation,20231222_13,,,,,,,,,,
tiktok,ADJ,organization name,short-form video sharing platform,20231222_13,,,,,,,,,,
user,NOUN,technical term,person interacting with a platform or service,20231222_13,,,,,,,,,,
x,NOUN,organization name,formerly known as Twitter,20231222_13,,,,,,,,,,
Advice-commissioned,ADJ,ORG,Survey Conducted,20231117_3,,,,,,,,,,
Citizens,PROPN,ORG,Non Profit Consumer Organization,20231117_3,,,,,,,,,,
DPD,PROPN,ORG,DeliveryCompany,20231117_3,,,,,,,,,,
Evri,PROPN,ORG,DeliveryCompany,20231117_3,,,,,,,,,,
Hermes,PROPN,ORG,Delivery Company,20231117_3,,,,,,,,,,
UK,PROPN,GPE,Country,20231117_3,,,,,,,,,,
Yodel,"PROPN, NOUN",ORG,Delivery Company,20231117_3,,,,,,,,,,
accord,VERB,,Agree,20231117_3,,,,,,,,,,
bad,ADJ,,Negative Quality,20231117_3,,,,,,,,,,
company,NOUN,ORG,Business Enterprise,20231117_3,,,,,,,,,,
customer,NOUN,individual name,A person who buys goods or services,20231117_3,,,,,,,,,,
deliver,VERB,technical term,To transport goods to a destination,20231117_3,,,,,,,,,,
delivery,NOUN,technical term,The act of transporting goods to a destination,20231117_3,,,,,,,,,,
experience,VERB,organization name,To have a particular feeling or perception as a result of something happening or being done,20231117_3,,,,,,,,,,
find,VERB,technical term,To discover something by searching.,20231117_3,,,,,,,,,,
follow,VERB,technical term,To come after.,20231117_3,,,,,,,,,,
formerly,ADV,,In the past or before now.,20231117_3,,,,,,,,,,
last,ADJ,,Previous in time or order; final.,20231117_3,,,,,,,,,,
"more than 8,000",ADJ,cardinal,A large quantity exceeding eight thousand.,20231117_3,,,,,,,,,,
more than one,ADJ,cardinal,At least two,20231117_3,,,,,,,,,,
new,ADJ,Technical Term,Relating to recent developments or innovations,20231117_3,,,,,,,,,,
parcel,NOUN,Technical Term,A package of goods for delivery,20231117_3,,,,,,,,,,
parcelhero,NOUN,Organization Name,A company specializing in parcel delivery,20231117_3,,,,,,,,,,
people,NOUN,Individual Name,Human beings,20231117_3,,,,,,,,,,
problem,NOUN,Abstract Noun,An issue or difficulty,20231117_3,,,,,,,,,,
provider,NOUN,Organization Name,A supplier of goods or services,20231117_3,,,,,,,,,,
receive,VERB,Technical Term,To obtain or acquire something,20231117_3,,,,,,,,,,
report,VERB,Action Verb,To give an account of something,20231117_3,,,,,,,,,,
service,NOUN,Technical Term,A function or task performed for others,20231117_3,,,,,,,,,,
study,NOUN,Abstract Noun,An investigation into a particular subject,20231117_3,,,,,,,,,,
survey,NOUN,organization name,Collection of opinions and data,20231117_3,,,,,,,,,,
three,NUM,CARDINAL,Number,20231117_3,,,,,,,,,,
California,PROPN,GPE,US State,20231117_18,,,,,,,,,,
Indigenous Americans,PROPN,ORG,Native American Communities,20231117_18,,,,,,,,,,
Louisiana,PROPN,GPE,US State,20231117_18,,,,,,,,,,
Minnesota,PROPN,"GPE, LOC",US State,20231117_18,,,,,,,,,,
Nevada,PROPN,GPE,US State,20231117_18,,,,,,,,,,
ask,VERB,,Request Assistance,20231117_18,,,,,,,,,,
change,NOUN,,Modification,20231117_18,,,,,,,,,,
come,VERB,,Arrive or Happen,20231117_18,,,,,,,,,,
criticism,NOUN,,Negative Feedback,20231117_18,,,,,,,,,,
current,ADJ,,Present Condition,20231117_18,,,,,,,,,,
depiction,NOUN,technical term,Visual representation,20231117_18,,,,,,,,,,
design,NOUN,technical term,Plan or creation of something,20231117_18,,,,,,,,,,
draw,VERB,none,To produce a visual representation,20231117_18,,,,,,,,,,
flag,NOUN,technical term,"Symbol or banner representing an organization, country, etc.",20231117_18,,,,,,,,,,
help,NOUN,technical term,Assistance or support,20231117_18,,,,,,,,,,
long,ADV,none,Extended period of time,20231117_18,,,,,,,,,,
"more than 2,600",ADJ,CARDINAL,Quantitative amount greater than a specific number,20231117_18,,,,,,,,,,
new,ADJ,none,Recently created or introduced,20231117_18,,,,,,,,,,
receive,VERB,none,To get or acquire something,20231117_18,,,,,,,,,,
redesign,VERB,none,To alter the design of something,20231117_18,,,,,,,,,,
state,NOUN,Technical Term,Political Subdivision,20231117_18,,,,,,,,,,
submission,NOUN,Technical Term,Act of Providing,20231117_18,,,,,,,,,,
Melatonin,PROPN,Technical Term,Sleep Regulation,20231124_19,,,,,,,,,,
Thanksgiving,PROPN,Event,Holiday Celebration,20231124_19,,,,,,,,,,
Triglyceride,PROPN,Technical Term,Energy Storage,20231124_19,,,,,,,,,,
Tryptophan,PROPN,Technical Term,Sleep Precursor,20231124_19,,,,,,,,,,
actually,ADV,,Factuality,20231124_19,,,,,,,,,,
blame,NOUN,Concept,Responsibility,20231124_19,,,,,,,,,,
chalk,VERB,Action,Attribution,20231124_19,,,,,,,,,,
chicken,NOUN,Object,Food,20231124_19,,,,,,,,,,
compound,NOUN,Technical Term,Chemical Structure,20231124_19,,,,,,,,,,
dinner,NOUN,Event,Meal,20231124_19,,,,,,,,,,
dopamine,NOUN,technical term,Neurotransmitter involved in reward and mood,20231124_19,,,,,,,,,,
eat,VERB,,,20231124_19,,,,,,,,,,
feel,VERB,,,20231124_19,,,,,,,,,,
feeling,NOUN,,,20231124_19,,,,,,,,,,
food,NOUN,,,20231124_19,,,,,,,,,,
get,VERB,,,20231124_19,,,,,,,,,,
groggy,ADJ,,,20231124_19,,,,,,,,,,
main,ADJ,,,20231124_19,,,,,,,,,,
make,VERB,,,20231124_19,,,,,,,,,,
more,ADJ,,,20231124_19,,,,,,,,,,
much,ADJ,higher-level concept,Quantifiable Amount,20231124_19,,,,,,,,,,
often,ADV,higher-level concept,Frequency,20231124_19,,,,,,,,,,
organic,ADJ,technical term,Biological Origin,20231124_19,,,,,,,,,,
reason,NOUN,higher-level concept,Cause or Explanation,20231124_19,,,,,,,,,,
sleepy,ADJ,technical term,State of Sleepiness,20231124_19,,,,,,,,,,
too,ADV,higher-level concept,Excess,20231124_19,,,,,,,,,,
turkey,NOUN,organization name,Poultry Often Served at Thanksgiving,20231124_19,,,,,,,,,,
way,NOUN,higher-level concept,Method or Approach,20231124_19,,,,,,,,,,
’,VERB,technical term,Possessive Contraction,20231124_19,,,,,,,,,,
Benadryl,PROPN,ORG,Medicine,20231103_7,,,,,,,,,,
Chop,PROPN,ORG,Organization/Title,20231103_7,,,,,,,,,,
Dave Sausage,PROPN,PERSON,Individual Name,20231103_7,,,,,,,,,,
Ham,PROPN,ORG,Organization/Brand,20231103_7,,,,,,,,,,
Kevin Bacon,PROPN,PERSON,"Individual Name, Actor",20231103_7,,,,,,,,,,
Orc,PROPN,ORG,Fictional Creature/Group,20231103_7,,,,,,,,,,
Pennsylvania,PROPN,GPE,Location,20231103_7,,,,,,,,,,
Smith,PROPN,PERSON,"Individual Name, Family Name",20231103_7,,,,,,,,,,
Tall Tales,PROPN,ORG,Publication/Media,20231103_7,,,,,,,,,,
actor,NOUN,Individual Name,Entertainer,20231103_7,,,,,,,,,,
bring,VERB,,Transport,20231103_7,,,,,,,,,,
bun,NOUN,Technical Term,Baked good,20231103_7,,,,,,,,,,
catch,VERB,,Acquire,20231103_7,,,,,,,,,,
cinnamon,NOUN,Technical Term,Spice,20231103_7,,,,,,,,,,
elusive,ADJ,,Difficult to find,20231103_7,,,,,,,,,,
even,ADV,,To a certain extent,20231103_7,,,,,,,,,,
eventually,ADV,,In the long run,20231103_7,,,,,,,,,,
family,NOUN,Organization Name,Group of individuals related by blood or adoption,20231103_7,,,,,,,,,,
fill,VERB,,To make full,20231103_7,,,,,,,,,,
fugitive,ADJ,Technical Term,Criminal on the run,20231103_7,,,,,,,,,,
help,VERB,,Provide assistance,20231103_7,,,,,,,,,,
hog,NOUN,Individual Name,Name of the escaped pig,20231103_7,,,,,,,,,,
home,NOUN,,"Residence, Place of Belonging",20231103_7,,,,,,,,,,
human,ADJ,,Character trait related to being a person,20231103_7,,,,,,,,,,
lengthy,ADJ,,Describes duration of time,20231103_7,,,,,,,,,,
life,NOUN,,"Existence, State of Being Alive",20231103_7,,,,,,,,,,
medium,NOUN,,Unspecific category or concept,20231103_7,,,,,,,,,,
more,ADJ,,Quantifier indicating quantity,20231103_7,,,,,,,,,,
name,NOUN,Individual Name,Designation of a person or thing,20231103_7,,,,,,,,,,
namesake,NOUN,Individual Name,Actor who is known for roles,20231103_7,,,,,,,,,,
newsletter,NOUN,Organization Name,Publication about unusual stories,20231103_7,,,,,,,,,,
pig,NOUN,Technical Term,Animal commonly found on farms,20231103_7,,,,,,,,,,
plea,NOUN,Technical Term,Request made publically,20231103_7,,,,,,,,,,
run,NOUN,Individual Name,Famous actor known for comedic roles,20231103_7,,,,,,,,,,
search,NOUN,Technical Term,investigation to locate a person or thing,20231103_7,,,,,,,,,,
social,ADJ,Individual Name,Popular online platform,20231103_7,,,,,,,,,,
post,VERB,,,20231103_7,,,,,,,,,,
side,NOUN,,,20231103_7,,,,,,,,,,
sign,VERB,,,20231103_7,,,,,,,,,,
story,NOUN,Organization Name,"Narrative collection, potentially online publication",20231103_7,,,,,,,,,,
strange,ADJ,Technical Term,Unusual or unconventional events and occurrences,20231103_7,,,,,,,,,,
use,VERB,Technical Term,Act of employing something for a particular purpose,20231103_7,,,,,,,,,,
"675,000",NUM,CARDINAL,Quantity,20240105_7,,,,,,,,,,
Cronobacter,PROPN,Technical Term,Type of Bacteria,20240105_7,,,,,,,,,,
Manufacturer,PROPN,Organization Name,Company,20240105_7,,,,,,,,,,
Nutramigen Powder,PROPN,Product,Type of Baby Formula,20240105_7,,,,,,,,,,
Reckitt Benckiser,PROPN,Organization Name,Company,20240105_7,,,,,,,,,,
UK,PROPN,GPE,Geographical Location,20240105_7,,,,,,,,,,
US,PROPN,GPE,Geographical Location,20240105_7,,,,,,,,,,
adverse,ADJ,Technical Term,Negative Outcome,20240105_7,,,,,,,,,,
baby,NOUN,Person,Infant,20240105_7,,,,,,,,,,
bacteria,NOUN,Technical Term,Microbial Organism,20240105_7,,,,,,,,,,
can,NOUN,technical term,container,20240105_7,,,,,,,,,,
cause,VERB,,lead to,20240105_7,,,,,,,,,,
company,NOUN,organization name,business entity,20240105_7,,,,,,,,,,
contamination,NOUN,technical term,presence of harmful substances,20240105_7,,,,,,,,,,
drop,VERB,,decrease,20240105_7,,,,,,,,,,
event,NOUN,technical term,occurrence,20240105_7,,,,,,,,,,
eye,NOUN,organization name,sensory organ,20240105_7,,,,,,,,,,
fatal,ADJ,,causing death,20240105_7,,,,,,,,,,
fear,NOUN,technical term,emotion of apprehension,20240105_7,,,,,,,,,,
formula,NOUN,technical term,mathematical expression,20240105_7,,,,,,,,,,
hypoallergenic,ADJ,technical term,relating to allergy,20240105_7,,,,,,,,,,
illness,NOUN,medical term,state of being sick or unhealthy,20240105_7,,,,,,,,,,
indigestion,NOUN,ORG,stomach discomfort,20240105_7,,,,,,,,,,
infection,NOUN,medical term,disease caused by germs,20240105_7,,,,,,,,,,
link,VERB,,connect,20240105_7,,,,,,,,,,
lozenge,NOUN,technical term,soothing medication for the throat,20240105_7,,,,,,,,,,
meningitis,PROPN,PRODUCT,infectious disease of the brain and spinal cord,20240105_7,,,,,,,,,,
owe,VERB,,to be in debt or obligated to,20240105_7,,,,,,,,,,
possibility,NOUN,concept,potential for something to happen,20240105_7,,,,,,,,,,
potentially,ADV,concept,capably or with the possibility of,20240105_7,,,,,,,,,,
powder,NOUN,technical term,baby formula,20240105_7,,,,,,,,,,
precautionary,ADJ,,safety measures,20240105_7,,,,,,,,,,
product,NOUN,organization name,recall,20240105_7,,,,,,,,,,
recall,VERB,,retrieve due to safety issue,20240105_7,,,,,,,,,,
report,VERB,technical term,document information,20240105_7,,,,,,,,,,
sakazakii,ADJ,technical term,bacteria,20240105_7,,,,,,,,,,
sale,NOUN,,product availability,20240105_7,,,,,,,,,,
say,VERB,,"speak, communicate",20240105_7,,,,,,,,,,
sell,VERB,,commercial transaction,20240105_7,,,,,,,,,,
sepsis,NOUN,technical term,infection,20240105_7,,,,,,,,,,
step,NOUN,Organization Name,Precautionary action,20240105_7,,,,,,,,,,
tablet,NOUN,Technical Term,Medication in pill form,20240105_7,,,,,,,,,,
this week,DET,DATE,Recent timeframe,20240105_7,,,,,,,,,,
throat,NOUN,Technical Term,Part of the body involved in speech and swallowing,20240105_7,,,,,,,,,,
voluntarily,ADV,Organization Name,"Action taken willingly, without coercion",20240105_7,,,,,,,,,,
Leonormania,ADJ,PERSON,A phenomenon or trend centered around a specific person,20231103_4,,,,,,,,,,
Christian,PROPN,Individual Name,"Related to Christianity, denotes an individual",20231103_4,,,,,,,,,,
Denmark,PROPN,GPE,"A specific geographical location, a country",20231103_4,,,,,,,,,,
Iman,PROPN,Individual Name,Given or adopted name of an individual,20231103_4,,,,,,,,,,
Jordan,PROPN,GPE,"A specific geographical location, a country",20231103_4,,,,,,,,,,
Leonor,PROPN,Individual Name,Given or adopted name of an individual,20231103_4,,,,,,,,,,
Morocco,PROPN,GPE,"A specific geographical location, a country",20231103_4,,,,,,,,,,
Prince,PROPN,Individual Name,Given or adopted title associated with royalty,20231103_4,,,,,,,,,,
Prince Moulay Hassan,PROPN,PERSON,Identifies a specific royal figure,20231103_4,,,,,,,,,,
18th,ORDINAL,,Eighteenth,20231103_4,,,,,,,,,,
